Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
285.000000	5	class2	------	3.000000	0.472000	0.485710	0.498382	0.247200	0.262267	0.415209	0.891027	0.000000	0.189189	-0.028580	0.123200	0.737733	0.233687	-0.007124	0.485710	
285.000000	6	class2	------	1.000000	0.517600	0.517172	0.544025	0.508800	0.490694	0.517112	1.069991	1.000000	0.364594	0.034344	0.276800	0.509306	0.525038	0.008561	0.517172	
------	------	------	7.000000	2.571429	0.494114	0.504763	0.590215	0.162114	0.157094	0.305271	INFINITY	0.714286	0.132136	0.009526	0.087829	0.842906	0.166619	0.002374	0.504763	
286.000000	0	class1	------	3.000000	0.556000	0.504700	0.680000	0.010000	0.005793	0.122899	2.622542	1.000000	0.015084	0.009399	0.006800	0.994207	0.015192	0.002324	0.504700	
286.000000	1	class2	------	2.000000	0.450000	0.499968	0.551724	0.023200	0.023235	0.150443	0.997271	0.000000	0.022743	-0.000063	0.012800	0.976765	0.023172	-0.000016	0.499968	
------	------	------	2.000000	2.500000	0.503000	0.502334	0.615862	0.016600	0.014514	0.136671	1.809907	0.500000	0.018914	0.004668	0.009800	0.985486	0.019182	0.001154	0.502334	
287.000000	0	class1	------	3.000000	0.528800	0.501526	0.489796	0.039200	0.037764	0.198179	1.080816	1.000000	0.039152	0.003052	0.019200	0.962236	0.040816	0.000760	0.501526	
287.000000	1	class2	------	4.000000	0.473600	0.502071	0.583333	0.019200	0.017007	0.144182	1.243505	1.000000	0.020833	0.004141	0.011200	0.982993	0.021148	0.001032	0.502071	
------	------	------	2.000000	3.500000	0.501200	0.501798	0.536565	0.029200	0.027386	0.171180	1.162160	1.000000	0.029993	0.003597	0.015200	0.972614	0.030982	0.000896	0.501798	
288.000000	0	class1	------	4.000000	0.540000	0.499821	0.451613	0.012400	0.012565	0.109783	0.971434	0.000000	0.012027	-0.000359	0.005600	0.987435	0.012206	-0.000089	0.499821	
288.000000	1	class2	------	3.000000	0.462400	0.502529	0.636364	0.013200	0.010462	0.123930	1.483555	1.000000	0.015385	0.005059	0.008400	0.989538	0.015521	0.001256	0.502529	
288.000000	2	class2	------	3.000000	0.458000	0.497668	0.478261	0.018400	0.020924	0.126174	0.777100	0.000000	0.015977	-0.004664	0.008800	0.979076	0.016260	-0.001158	0.497668	
288.000000	3	class2	------	2.000000	0.479200	0.514732	0.645714	0.070000	0.054054	0.281076	1.545085	1.000000	0.079859	0.029464	0.045200	0.945946	0.083518	0.007316	0.514732	
288.000000	4	class2	------	2.000000	0.481600	0.517348	0.668639	0.067600	0.048823	0.281852	1.710630	1.000000	0.080199	0.034695	0.045200	0.951177	0.083518	0.008615	0.517348	
------	------	------	5.000000	2.800000	0.484240	0.506420	0.576118	0.036320	0.029366	0.184563	1.297561	0.600000	0.040689	0.012839	0.022640	0.970634	0.042205	0.003188	0.506420	
289.000000	0	class1	------	3.000000	0.551200	0.515937	0.689655	0.034800	0.020074	0.225622	2.587783	1.000000	0.050761	0.031874	0.024000	0.979926	0.051948	0.007922	0.515937	
289.000000	1	class1	------	1.000000	0.502400	0.502750	0.464711	0.504400	0.501859	0.502729	1.010960	1.000000	0.320219	0.005501	0.234400	0.498141	0.507359	0.001367	0.502750	
289.000000	2	class1	------	1.000000	0.532400	0.505130	0.480114	0.140800	0.136059	0.355545	1.075415	1.000000	0.126308	0.010261	0.067600	0.863941	0.146320	0.002550	0.505130	
289.000000	3	class1	------	1.000000	0.529600	0.501733	0.468468	0.133200	0.131599	0.342477	1.026341	1.000000	0.117117	0.003466	0.062400	0.868401	0.135065	0.000862	0.501733	
289.000000	4	class1	------	1.000000	0.547200	0.519497	0.534328	0.134000	0.115985	0.370139	1.336192	1.000000	0.136537	0.038993	0.071600	0.884015	0.154978	0.009692	0.519497	
289.000000	5	class1	------	3.000000	0.526400	0.526339	0.488335	0.497200	0.472862	0.526339	1.111404	1.000000	0.338917	0.052679	0.242800	0.527138	0.525541	0.013094	0.526339	
289.000000	6	class1	------	2.000000	0.563200	0.530453	0.688623	0.066800	0.038662	0.309383	2.575341	1.000000	0.095278	0.060905	0.046000	0.961338	0.099567	0.015138	0.530453	
289.000000	7	class1	------	3.000000	0.518000	0.498536	0.459016	0.244000	0.245353	0.427720	0.988062	0.000000	0.188552	-0.002929	0.112000	0.754647	0.242424	-0.000728	0.498536	
289.000000	8	class1	------	1.000000	0.543200	0.516146	0.518207	0.142800	0.127881	0.373751	1.252517	1.000000	0.139412	0.032292	0.074000	0.872119	0.160173	0.008026	0.516146	
289.000000	9	class2	------	4.000000	0.466800	0.503972	0.714286	0.011200	0.006926	0.121519	2.146840	1.000000	0.014782	0.007943	0.008000	0.993074	0.014870	0.001974	0.503972	
------	------	------	10.000000	2.000000	0.528040	0.512049	0.550574	0.190920	0.179726	0.355522	1.511085	0.900000	0.152788	0.024099	0.094280	0.820274	0.203825	0.005990	0.512049	
290.000000	0	class1	------	4.000000	0.540800	0.504851	0.678571	0.011200	0.006706	0.127662	2.446555	1.000000	0.016281	0.009701	0.007600	0.993294	0.016408	0.002412	0.504851	
290.000000	1	class2	------	3.000000	0.461600	0.497562	0.428571	0.011200	0.013817	0.093906	0.647168	0.000000	0.008837	-0.004875	0.004800	0.986183	0.008942	-0.001212	0.497562	
290.000000	2	class2	------	3.000000	0.460000	0.495362	0.416667	0.019200	0.024180	0.120593	0.616351	0.000000	0.014599	-0.009276	0.008000	0.975820	0.014903	-0.002307	0.495362	
------	------	------	3.000000	3.333333	0.487467	0.499258	0.507937	0.013867	0.014901	0.114054	1.236692	0.333333	0.013239	-0.001483	0.006800	0.985099	0.013418	-0.000369	0.499258	
291.000000	0	class1	------	3.000000	0.542800	0.502806	0.750000	0.004800	0.002221	0.088405	3.527415	1.000000	0.007812	0.005612	0.003600	0.997779	0.007833	0.001394	0.502806	
291.000000	1	class2	------	15.000000	0.462000	0.502090	0.800000	0.004000	0.001741	0.076885	3.401925	1.000000	0.005913	0.004181	0.003200	0.998259	0.005922	0.001038	0.502090	
------	------	------	2.000000	9.000000	0.502400	0.502448	0.775000	0.004400	0.001981	0.082645	3.464670	1.000000	0.006863	0.004897	0.003400	0.998019	0.006877	0.001216	0.502448	
292.000000	0	class1	------	1.000000	0.594400	0.560409	0.670554	0.137200	0.082542	0.431942	2.463714	1.000000	0.184887	0.120818	0.092000	0.917458	0.203360	0.029931	0.560409	
292.000000	1	class2	------	2.000000	0.475600	0.521183	1.000000	0.023200	0.000000	0.205832	INFINITY	1.000000	0.042367	0.042367	0.023200	1.000000	0.042367	0.010496	0.521183	
292.000000	2	class2	------	1.000000	0.484400	0.518458	0.611111	0.144000	0.123784	0.375245	1.298236	1.000000	0.145792	0.036917	0.088000	0.876216	0.160701	0.009146	0.518458	
292.000000	3	class2	------	2.000000	0.520400	0.520971	0.568548	0.496000	0.473033	0.520936	1.088666	1.000000	0.370273	0.041942	0.282000	0.526967	0.514974	0.010390	0.520971	
292.000000	4	class2	------	2.000000	0.508000	0.533244	0.616807	0.238000	0.201592	0.462641	1.329812	1.000000	0.229806	0.066487	0.146800	0.798408	0.268079	0.016471	0.533244	
292.000000	5	class2	------	3.000000	0.464800	0.504789	0.577114	0.080400	0.075155	0.279938	1.127452	1.000000	0.079780	0.009579	0.046400	0.924845	0.084733	0.002373	0.504789	
292.000000	6	class2	------	2.000000	0.462800	0.503117	0.567708	0.076800	0.073386	0.271619	1.084945	1.000000	0.075069	0.006234	0.043600	0.926614	0.079620	0.001544	0.503117	
------	------	------	7.000000	1.857143	0.501486	0.523167	0.658835	0.170800	0.147070	0.364022	INFINITY	1.000000	0.161139	0.046335	0.103143	0.852930	0.193405	0.011479	0.523167	
293.000000	0	class1	------	4.000000	0.519200	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	-0.000000	0.500000	
293.000000	1	class2	------	2.000000	0.507200	0.525424	1.000000	0.026400	0.000000	0.225494	INFINITY	1.000000	0.050847	0.050847	0.026400	1.000000	0.050847	0.012693	0.525424	
------	------	------	2.000000	3.000000	0.513200	0.512712	0.500000	0.013200	0.000000	0.112747	INFINITY	0.500000	0.025424	0.025424	0.013200	1.000000	0.025424	0.006347	0.512712	
294.000000	0	class1	------	3.000000	0.542800	0.499980	0.454545	0.004400	0.004418	0.066022	0.990952	0.000000	0.004355	-0.000040	0.002000	0.995582	0.004378	-0.000010	0.499980	
294.000000	1	class1	------	5.000000	0.546800	0.503940	1.000000	0.003600	0.000000	0.088774	INFINITY	1.000000	0.007881	0.007881	0.003600	1.000000	0.007881	0.001956	0.503940	
294.000000	2	class2	------	2.000000	0.478000	0.519514	1.000000	0.021200	0.000000	0.197555	INFINITY	1.000000	0.039028	0.039028	0.021200	1.000000	0.039028	0.009684	0.519514	
------	------	------	3.000000	3.333333	0.522533	0.507811	0.818182	0.009733	0.001473	0.117451	INFINITY	0.666667	0.017088	0.015623	0.008933	0.998527	0.017096	0.003877	0.507811	
295.000000	0	class1	------	5.000000	0.545200	0.500075	0.461538	0.005200	0.005132	0.072489	1.029175	1.000000	0.005249	0.000150	0.002400	0.994868	0.005282	0.000037	0.500075	
295.000000	1	class2	------	2.000000	0.470800	0.515029	1.000000	0.016400	0.000000	0.173374	INFINITY	1.000000	0.030059	0.030059	0.016400	1.000000	0.030059	0.007452	0.515029	
------	------	------	2.000000	3.500000	0.508000	0.507552	0.730769	0.010800	0.002566	0.122931	INFINITY	1.000000	0.017654	0.015104	0.009400	0.997434	0.017670	0.003745	0.507552	
296.000000	0	class1	------	2.000000	0.492800	0.492202	0.444984	0.494400	0.501462	0.492161	0.968898	0.000000	0.302530	-0.015596	0.220000	0.498538	0.485866	-0.003864	0.492202	
296.000000	1	class1	------	3.000000	0.544000	0.500734	0.461538	0.041600	0.040936	0.201661	1.035840	1.000000	0.040404	0.001467	0.019200	0.959064	0.042403	0.000364	0.500734	
296.000000	2	class1	------	2.000000	0.543600	0.504178	0.478049	0.082000	0.078216	0.282491	1.106833	1.000000	0.079096	0.008356	0.039200	0.921784	0.086572	0.002070	0.504178	
296.000000	3	class1	------	3.000000	0.531200	0.531404	0.483974	0.499200	0.470760	0.531400	1.133420	1.000000	0.340090	0.062809	0.241600	0.529240	0.533569	0.015562	0.531404	
296.000000	4	class1	------	1.000000	0.602000	0.569047	0.689751	0.144400	0.081871	0.449395	2.686711	1.000000	0.200161	0.138093	0.099600	0.918129	0.219965	0.034216	0.569047	
296.000000	5	class1	------	8.000000	0.546000	0.498980	0.200000	0.002000	0.002924	0.029678	0.302120	0.000000	0.000880	-0.002041	0.000400	0.997076	0.000883	-0.000506	0.498980	
296.000000	6	class2	------	2.000000	0.475200	0.520468	1.000000	0.022400	0.000000	0.202326	INFINITY	1.000000	0.040936	0.040936	0.022400	1.000000	0.040936	0.010143	0.520468	
------	------	------	7.000000	3.000000	0.533543	0.516716	0.536899	0.183714	0.168024	0.312730	INFINITY	0.714286	0.143442	0.033432	0.091771	0.831976	0.201456	0.008284	0.516716	
297.000000	0	class1	------	3.000000	0.543600	0.495697	0.294118	0.013600	0.017480	0.093370	0.507616	0.000000	0.008688	-0.008607	0.004000	0.982520	0.008873	-0.002131	0.495697	
297.000000	1	class1	------	2.000000	0.553200	0.506026	0.600000	0.020000	0.014567	0.161962	1.827418	1.000000	0.026155	0.012053	0.012000	0.985433	0.026619	0.002984	0.506026	
297.000000	2	class1	------	12.000000	0.549200	0.500238	0.500000	0.002400	0.002185	0.051538	1.218279	1.000000	0.002655	0.000477	0.001200	0.997815	0.002662	0.000118	0.500238	
297.000000	3	class2	------	2.000000	0.470000	0.517480	1.000000	0.019200	0.000000	0.186976	INFINITY	1.000000	0.034960	0.034960	0.019200	1.000000	0.034960	0.008655	0.517480	
------	------	------	4.000000	4.750000	0.529000	0.504860	0.598529	0.013800	0.008558	0.123461	INFINITY	0.750000	0.018115	0.009721	0.009100	0.991442	0.018279	0.002407	0.504860	
298.000000	0	class1	------	3.000000	0.558000	0.504884	0.539683	0.025200	0.020863	0.173181	1.468158	1.000000	0.029851	0.009767	0.013600	0.979137	0.030631	0.002411	0.504884	
298.000000	1	class1	------	2.000000	0.546800	0.507152	0.468320	0.145200	0.138849	0.363164	1.103020	1.000000	0.130468	0.014304	0.068000	0.861151	0.153153	0.003531	0.507152	
298.000000	2	class1	------	3.000000	0.547200	0.499345	0.439560	0.072800	0.073381	0.258425	0.982159	0.000000	0.066007	-0.001309	0.032000	0.926619	0.072072	-0.000323	0.499345	
298.000000	3	class1	------	3.000000	0.556000	0.508802	0.500000	0.077600	0.069784	0.285112	1.252252	1.000000	0.080365	0.017603	0.038800	0.930216	0.087387	0.004346	0.508802	
298.000000	4	class2	------	2.000000	0.468000	0.521583	1.000000	0.024000	0.000000	0.207763	INFINITY	1.000000	0.043165	0.043165	0.024000	1.000000	0.043165	0.010656	0.521583	
------	------	------	5.000000	2.600000	0.535200	0.508353	0.589513	0.068960	0.060576	0.257529	INFINITY	0.800000	0.069971	0.016706	0.035280	0.939424	0.077282	0.004124	0.508353	
299.000000	0	class1	------	3.000000	0.552800	0.503919	0.629630	0.010800	0.007273	0.122479	2.077778	1.000000	0.014978	0.007838	0.006800	0.992727	0.015111	0.001940	0.503919	
299.000000	1	class2	------	2.000000	0.468800	0.517091	1.000000	0.018800	0.000000	0.184883	INFINITY	1.000000	0.034182	0.034182	0.018800	1.000000	0.034182	0.008460	0.517091	
------	------	------	2.000000	2.500000	0.510800	0.510505	0.814815	0.014800	0.003636	0.153681	INFINITY	1.000000	0.024580	0.021010	0.012800	0.996364	0.024646	0.005200	0.510505	
300.000000	0	class1	------	4.000000	0.526800	0.500465	0.666667	0.001200	0.000760	0.041084	2.222973	1.000000	0.001688	0.000929	0.000800	0.999240	0.001689	0.000232	0.500465	
300.000000	1	class2	------	2.000000	0.499200	0.524316	1.000000	0.025600	0.000000	0.220527	INFINITY	1.000000	0.048632	0.048632	0.025600	1.000000	0.048632	0.012124	0.524316	
------	------	------	2.000000	3.000000	0.513000	0.512390	0.833333	0.013400	0.000380	0.130806	INFINITY	1.000000	0.025160	0.024781	0.013200	0.999620	0.025161	0.006178	0.512390	
301.000000	0	class1	------	3.000000	0.544400	0.513468	0.639175	0.038800	0.026237	0.227548	2.026660	1.000000	0.051624	0.026936	0.024800	0.973763	0.053173	0.006704	0.513468	
301.000000	1	class1	------	3.000000	0.547600	0.515009	1.000000	0.014000	0.000000	0.173255	INFINITY	1.000000	0.030017	0.030017	0.014000	1.000000	0.030017	0.007470	0.515009	
301.000000	2	class1	------	2.000000	0.531600	0.506983	0.492492	0.133200	0.126687	0.350476	1.110234	1.000000	0.122846	0.013965	0.065600	0.873313	0.140652	0.003476	0.506983	
301.000000	3	class1	------	3.000000	0.543600	0.514879	0.569832	0.071600	0.057721	0.287105	1.515538	1.000000	0.082060	0.029757	0.040800	0.942279	0.087479	0.007406	0.514879	
301.000000	4	class1	------	4.000000	0.541200	0.511874	0.560510	0.062800	0.051724	0.267522	1.459119	1.000000	0.071255	0.023748	0.035200	0.948276	0.075472	0.005910	0.511874	
301.000000	5	class2	------	2.000000	0.490800	0.522864	1.000000	0.024400	0.000000	0.213839	INFINITY	1.000000	0.045727	0.045727	0.024400	1.000000	0.045727	0.011380	0.522864	
------	------	------	6.000000	2.833333	0.533200	0.514179	0.710335	0.057467	0.043728	0.253291	INFINITY	1.000000	0.067255	0.028358	0.034133	0.956272	0.072087	0.007058	0.514179	
302.000000	0	class1	------	3.000000	0.546000	0.516297	0.952381	0.016800	0.001507	0.184524	22.625746	1.000000	0.034043	0.032593	0.016000	0.998493	0.034101	0.008117	0.516297	
302.000000	1	class2	------	2.000000	0.487600	0.517332	1.000000	0.018400	0.000000	0.186184	INFINITY	1.000000	0.034665	0.034665	0.018400	1.000000	0.034665	0.008633	0.517332	
------	------	------	2.000000	2.500000	0.516800	0.516815	0.976190	0.017600	0.000754	0.185354	INFINITY	1.000000	0.034354	0.033629	0.017200	0.999246	0.034383	0.008375	0.516815	
303.000000	0	class1	------	4.000000	0.546800	0.500473	0.478261	0.009200	0.008772	0.098143	1.107774	1.000000	0.009615	0.000945	0.004400	0.991228	0.009717	0.000234	0.500473	
303.000000	1	class2	------	2.000000	0.472400	0.517909	1.000000	0.019600	0.000000	0.189258	INFINITY	1.000000	0.035819	0.035819	0.019600	1.000000	0.035819	0.008875	0.517909	
------	------	------	2.000000	3.000000	0.509600	0.509191	0.739130	0.014400	0.004386	0.143701	INFINITY	1.000000	0.022717	0.018382	0.012000	0.995614	0.022768	0.004555	0.509191	
304.000000	0	class1	------	3.000000	0.552400	0.497670	0.344828	0.011600	0.013669	0.094265	0.659080	0.000000	0.008857	-0.004660	0.004000	0.986331	0.009009	-0.001150	0.497670	
304.000000	1	class2	------	2.000000	0.464000	0.517986	1.000000	0.020000	0.000000	0.189661	INFINITY	1.000000	0.035971	0.035971	0.020000	1.000000	0.035971	0.008880	0.517986	
------	------	------	2.000000	2.500000	0.508200	0.507828	0.672414	0.015800	0.006835	0.141963	INFINITY	0.500000	0.022414	0.015656	0.012000	0.993165	0.022490	0.003865	0.507828	
305.000000	0	class1	------	3.000000	0.564400	0.537083	0.728814	0.070800	0.036090	0.326002	3.055021	1.000000	0.105911	0.074166	0.051600	0.963910	0.110256	0.018466	0.537083	
305.000000	1	class1	------	11.000000	0.531200	0.499505	0.416667	0.004800	0.005263	0.065200	0.811966	0.000000	0.004248	-0.000990	0.002000	0.994737	0.004274	-0.000246	0.499505	
305.000000	2	class1	------	3.000000	0.532400	0.500530	0.600000	0.002000	0.001504	0.050599	1.705128	1.000000	0.002560	0.001060	0.001200	0.998496	0.002564	0.000264	0.500530	
305.000000	3	class2	------	2.000000	0.484800	0.515789	1.000000	0.016800	0.000000	0.177705	INFINITY	1.000000	0.031579	0.031579	0.016800	1.000000	0.031579	0.007862	0.515789	
------	------	------	4.000000	4.750000	0.528200	0.513227	0.686370	0.023600	0.010714	0.154876	INFINITY	0.750000	0.036075	0.026454	0.017900	0.989286	0.037168	0.006586	0.513227	
306.000000	0	class1	------	3.000000	0.539200	0.499605	0.440000	0.010000	0.010363	0.097336	0.923847	0.000000	0.009458	-0.000789	0.004400	0.989637	0.009574	-0.000196	0.499605	
306.000000	1	class2	------	2.000000	0.477200	0.516284	1.000000	0.017600	0.000000	0.180467	INFINITY	1.000000	0.032568	0.032568	0.017600	1.000000	0.032568	0.008089	0.516284	
------	------	------	2.000000	2.500000	0.508200	0.507945	0.720000	0.013800	0.005181	0.138902	INFINITY	0.500000	0.021013	0.015890	0.011000	0.994819	0.021071	0.003946	0.507945	
307.000000	0	class1	------	3.000000	0.561200	0.520542	1.000000	0.018800	0.000000	0.202692	INFINITY	1.000000	0.041084	0.041084	0.018800	1.000000	0.041084	0.010197	0.520542	
307.000000	1	class2	------	2.000000	0.477200	0.518068	1.000000	0.019600	0.000000	0.190094	INFINITY	1.000000	0.036136	0.036136	0.019600	1.000000	0.036136	0.008969	0.518068	
------	------	------	2.000000	2.500000	0.519200	0.519305	1.000000	0.019200	0.000000	0.196393	INFINITY	1.000000	0.038610	0.038610	0.019200	1.000000	0.038610	0.009583	0.519305	
308.000000	0	class1	------	3.000000	0.559600	0.525489	0.983607	0.024400	0.000746	0.227345	69.310345	1.000000	0.051680	0.050978	0.024000	0.999254	0.051724	0.012678	0.525489	
308.000000	1	class2	------	2.000000	0.482000	0.516791	1.000000	0.018000	0.000000	0.183254	INFINITY	1.000000	0.033582	0.033582	0.018000	1.000000	0.033582	0.008352	0.516791	
------	------	------	2.000000	2.500000	0.520800	0.521140	0.991803	0.021200	0.000373	0.205299	INFINITY	1.000000	0.042631	0.042280	0.021000	0.999627	0.042653	0.010515	0.521140	
309.000000	0	class1	------	3.000000	0.552000	0.503546	0.607143	0.011200	0.008006	0.122380	1.885839	1.000000	0.014952	0.007092	0.006800	0.991994	0.015098	0.001756	0.503546	
309.000000	1	class2	------	4.000000	0.448800	0.497502	0.409091	0.008800	0.011545	0.080465	0.567350	0.000000	0.006489	-0.004995	0.003600	0.988455	0.006550	-0.001236	0.497502	
------	------	------	2.000000	3.500000	0.500400	0.500524	0.508117	0.010000	0.009776	0.101422	1.226594	0.500000	0.010720	0.001048	0.005200	0.990224	0.010824	0.000260	0.500524	
310.000000	0	class1	------	2.000000	0.534800	0.493394	0.400000	0.062000	0.067982	0.225936	0.805654	0.000000	0.050612	-0.013212	0.024800	0.932018	0.054770	-0.003274	0.493394	
310.000000	1	class1	------	3.000000	0.548800	0.507939	0.512048	0.066400	0.059211	0.265786	1.268159	1.000000	0.070074	0.015878	0.034000	0.940789	0.075088	0.003934	0.507939	
310.000000	2	class1	------	3.000000	0.551600	0.505392	0.720000	0.010000	0.005117	0.125776	3.107521	1.000000	0.015803	0.010784	0.007200	0.994883	0.015901	0.002672	0.505392	
310.000000	3	class1	------	3.000000	0.546400	0.502698	0.489130	0.036800	0.034357	0.195926	1.157056	1.000000	0.038168	0.005396	0.018000	0.965643	0.039753	0.001337	0.502698	
310.000000	4	class1	------	2.000000	0.538400	0.498512	0.443299	0.077600	0.078947	0.264526	0.962309	0.000000	0.069355	-0.002976	0.034400	0.921053	0.075972	-0.000737	0.498512	
310.000000	5	class1	------	3.000000	0.550400	0.510239	0.521739	0.073600	0.064327	0.281692	1.318342	1.000000	0.078689	0.020478	0.038400	0.935673	0.084806	0.005074	0.510239	
310.000000	6	class2	------	3.000000	0.460800	0.507310	1.000000	0.008000	0.000000	0.120913	INFINITY	1.000000	0.014620	0.014620	0.008000	1.000000	0.014620	0.003622	0.507310	
------	------	------	7.000000	2.714286	0.533029	0.503641	0.583745	0.047771	0.044277	0.211508	INFINITY	0.714286	0.048189	0.007281	0.023543	0.955723	0.051559	0.001804	0.503641	
311.000000	0	class1	------	2.000000	0.568400	0.515392	0.796296	0.021600	0.007919	0.195952	4.887243	1.000000	0.038324	0.030785	0.017200	0.992081	0.038704	0.007601	0.515392	
311.000000	1	class2	------	3.000000	0.445200	0.499999	0.555556	0.007200	0.007201	0.084543	0.999820	0.000000	0.007158	-0.000001	0.004000	0.992799	0.007199	-0.000000	0.499999	
------	------	------	2.000000	2.500000	0.506800	0.507696	0.675926	0.014400	0.007560	0.140248	2.943532	0.500000	0.022741	0.015392	0.010600	0.992440	0.022952	0.003800	0.507696	
312.000000	0	class1	------	3.000000	0.548800	0.499795	0.400000	0.002000	0.002185	0.042080	0.812186	0.000000	0.001770	-0.000410	0.000800	0.997815	0.001775	-0.000102	0.499795	
312.000000	1	class2	------	3.000000	0.453600	0.501595	0.612903	0.012400	0.010648	0.117008	1.299648	1.000000	0.013718	0.003191	0.007600	0.989352	0.013838	0.000790	0.501595	
------	------	------	2.000000	3.000000	0.501200	0.500695	0.506452	0.007200	0.006416	0.079544	1.055917	0.500000	0.007744	0.001390	0.004200	0.993584	0.007806	0.000344	0.500695	
313.000000	0	class1	------	3.000000	0.544000	0.504025	0.562500	0.019200	0.015510	0.152298	1.519073	1.000000	0.023136	0.008051	0.010800	0.984490	0.023560	0.001999	0.504025	
313.000000	1	class2	------	12.000000	0.463200	0.504029	0.750000	0.009600	0.005236	0.114997	2.539143	1.000000	0.013235	0.008058	0.007200	0.994764	0.013294	0.002001	0.504029	
------	------	------	2.000000	7.500000	0.503600	0.504027	0.656250	0.014400	0.010373	0.133648	2.029108	1.000000	0.018186	0.008054	0.009000	0.989627	0.018427	0.002000	0.504027	
314.000000	0	class1	------	3.000000	0.543600	0.500125	0.461538	0.010400	0.010287	0.102114	1.024207	1.000000	0.010408	0.000249	0.004800	0.989713	0.010536	0.000062	0.500125	
314.000000	1	class1	------	1.000000	0.593200	0.562864	0.659686	0.152800	0.095518	0.447341	2.316283	1.000000	0.198582	0.125729	0.100800	0.904482	0.221247	0.031184	0.562864	
314.000000	2	class1	------	2.000000	0.544400	0.521123	0.500000	0.236000	0.216752	0.450400	1.194908	1.000000	0.205718	0.042247	0.118000	0.783248	0.258999	0.010478	0.521123	
314.000000	3	class1	------	3.000000	0.548800	0.507335	0.567901	0.032400	0.025716	0.198363	1.570450	1.000000	0.039182	0.014670	0.018400	0.974284	0.040386	0.003639	0.507335	
314.000000	4	class1	------	3.000000	0.546800	0.503851	0.575000	0.016000	0.012491	0.141212	1.616640	1.000000	0.019896	0.007702	0.009200	0.987509	0.020193	0.001910	0.503851	
314.000000	5	class1	------	3.000000	0.524400	0.502182	0.459936	0.249600	0.247612	0.435412	1.017622	1.000000	0.194444	0.004363	0.114800	0.752388	0.251975	0.001082	0.502182	
314.000000	6	class1	------	2.000000	0.515200	0.515929	0.471192	0.506800	0.492285	0.515864	1.064716	1.000000	0.330017	0.031859	0.238800	0.507715	0.524144	0.007902	0.515929	
314.000000	7	class1	------	3.000000	0.546000	0.503618	0.535714	0.022400	0.019104	0.160735	1.378740	1.000000	0.025751	0.007235	0.012000	0.980896	0.026339	0.001795	0.503618	
314.000000	8	class2	------	12.000000	0.458400	0.502285	0.733333	0.006000	0.003512	0.089744	2.301433	1.000000	0.008059	0.004570	0.004400	0.996488	0.008082	0.001134	0.502285	
------	------	------	9.000000	3.555556	0.535644	0.513257	0.551589	0.136933	0.124809	0.282354	1.498333	1.000000	0.114673	0.026514	0.069022	0.875191	0.151322	0.006576	0.513257	
315.000000	0	class1	------	13.000000	0.541200	0.498507	0.333333	0.006000	0.007364	0.065925	0.594571	0.000000	0.004340	-0.002985	0.002000	0.992636	0.004378	-0.000741	0.498507	
315.000000	1	class2	------	3.000000	0.458000	0.500965	0.714286	0.002800	0.001751	0.060625	2.102356	1.000000	0.003676	0.001931	0.002000	0.998249	0.003682	0.000479	0.500965	
315.000000	2	class2	------	3.000000	0.451600	0.491801	0.423529	0.034000	0.042907	0.159286	0.617835	0.000000	0.025586	-0.016398	0.014400	0.957093	0.026510	-0.004069	0.491801	
315.000000	3	class2	------	1.000000	0.494800	0.493403	0.536850	0.515600	0.522767	0.493138	0.974761	0.000000	0.353964	-0.013194	0.276800	0.477233	0.509573	-0.003274	0.493403	
315.000000	4	class2	------	1.000000	0.496000	0.527238	0.639205	0.140800	0.111208	0.383744	1.489859	1.000000	0.151515	0.054476	0.090000	0.888792	0.165685	0.013517	0.527238	
315.000000	5	class2	------	2.000000	0.453200	0.474193	0.492936	0.254800	0.282837	0.407215	0.817511	0.000000	0.186794	-0.051615	0.125600	0.717163	0.231222	-0.012807	0.474193	
315.000000	6	class2	------	2.000000	0.496800	0.518643	0.580386	0.248800	0.228546	0.452854	1.163143	1.000000	0.222977	0.037286	0.144400	0.771454	0.265832	0.009252	0.518643	
315.000000	7	class2	------	3.000000	0.528400	0.527395	0.569650	0.514000	0.484238	0.527267	1.113146	1.000000	0.383046	0.054790	0.292800	0.515762	0.539028	0.013595	0.527395	
315.000000	8	class2	------	2.000000	0.440400	0.461645	0.467305	0.250800	0.292469	0.390712	0.737713	0.000000	0.173168	-0.076711	0.117200	0.707531	0.215758	-0.019035	0.461645	
315.000000	9	class2	------	3.000000	0.465600	0.507682	0.823529	0.013600	0.005254	0.143214	3.924399	1.000000	0.020528	0.015365	0.011200	0.994746	0.020619	0.003812	0.507682	
315.000000	10	class2	------	3.000000	0.487200	0.508901	0.560897	0.249600	0.239930	0.442600	1.074197	1.000000	0.214461	0.017802	0.140000	0.760070	0.257732	0.004417	0.508901	
315.000000	11	class2	------	2.000000	0.481600	0.518371	0.663158	0.076000	0.056042	0.295945	1.655606	1.000000	0.088608	0.036741	0.050400	0.943958	0.092784	0.009117	0.518371	
