Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
168.000000	6	class2	------	2.000000	0.463600	0.502251	0.560209	0.076400	0.073944	0.269528	1.060885	1.000000	0.073895	0.004502	0.042800	0.926056	0.078446	0.001116	0.502251	
------	------	------	7.000000	4.000000	0.473943	0.502701	0.649784	0.042629	0.039717	0.172905	INFINITY	0.571429	0.042237	0.005402	0.024571	0.960283	0.045120	0.001339	0.502701	
169.000000	0	class1	------	13.000000	0.543600	0.500647	0.571429	0.002800	0.002209	0.059118	1.585522	1.000000	0.003493	0.001293	0.001600	0.997791	0.003503	0.000321	0.500647	
169.000000	1	class2	------	4.000000	0.458000	0.500965	0.714286	0.002800	0.001751	0.060625	2.102356	1.000000	0.003676	0.001931	0.002000	0.998249	0.003682	0.000479	0.500965	
------	------	------	2.000000	8.500000	0.500800	0.500806	0.642857	0.002800	0.001980	0.059871	1.843939	1.000000	0.003585	0.001612	0.001800	0.998020	0.003592	0.000400	0.500806	
170.000000	0	class1	------	3.000000	0.552000	0.506190	0.760000	0.010000	0.004389	0.129213	3.820683	1.000000	0.016681	0.012380	0.007600	0.995611	0.016770	0.003068	0.506190	
170.000000	1	class1	------	10.000000	0.546800	0.500151	0.500000	0.001600	0.001463	0.041984	1.206531	1.000000	0.001762	0.000302	0.000800	0.998537	0.001765	0.000075	0.500151	
170.000000	2	class2	------	3.000000	0.452000	0.498676	0.000000	0.001200	0.002648	0.000000	0.000000	0.000000	0.000000	-0.002648	0.000000	0.997352	0.000000	-0.000656	0.498676	
------	------	------	3.000000	5.333333	0.516933	0.501672	0.420000	0.004267	0.002833	0.057066	1.675738	0.666667	0.006148	0.003345	0.002800	0.997167	0.006178	0.000829	0.501672	
171.000000	0	class1	------	3.000000	0.545600	0.512446	1.000000	0.011600	0.000000	0.157774	INFINITY	1.000000	0.024893	0.024893	0.011600	1.000000	0.024893	0.006194	0.512446	
171.000000	1	class2	------	3.000000	0.471600	0.504369	0.652174	0.018400	0.013734	0.148873	1.636236	1.000000	0.022206	0.008738	0.012000	0.986266	0.022472	0.002174	0.504369	
------	------	------	2.000000	3.000000	0.508600	0.508408	0.826087	0.015000	0.006867	0.153324	INFINITY	1.000000	0.023549	0.016815	0.011800	0.993133	0.023682	0.004184	0.508408	
172.000000	0	class1	------	4.000000	0.546400	0.509999	0.960000	0.010000	0.000745	0.143972	27.858254	1.000000	0.020725	0.019999	0.009600	0.999255	0.020743	0.004972	0.509999	
172.000000	1	class2	------	3.000000	0.465600	0.501948	0.620690	0.011600	0.009507	0.115219	1.409734	1.000000	0.013294	0.003895	0.007200	0.990493	0.013403	0.000968	0.501948	
------	------	------	2.000000	3.500000	0.506000	0.505974	0.790345	0.010800	0.005126	0.129595	14.633994	1.000000	0.017010	0.011947	0.008400	0.994874	0.017073	0.002970	0.505974	
173.000000	0	class1	------	2.000000	0.540400	0.505011	0.595745	0.018800	0.014158	0.154393	1.707845	1.000000	0.023789	0.010022	0.011200	0.985842	0.024180	0.002492	0.505011	
173.000000	1	class1	------	3.000000	0.546000	0.513305	0.583942	0.054800	0.042474	0.257197	1.626519	1.000000	0.065844	0.026611	0.032000	0.957526	0.069085	0.006617	0.513305	
173.000000	2	class1	------	1.000000	0.536000	0.509733	0.497191	0.142400	0.133383	0.363954	1.145946	1.000000	0.132386	0.019467	0.070800	0.866617	0.152850	0.004840	0.509733	
173.000000	3	class1	------	4.000000	0.540000	0.504638	0.583333	0.019200	0.014903	0.154335	1.622453	1.000000	0.023769	0.009276	0.011200	0.985097	0.024180	0.002307	0.504638	
173.000000	4	class2	------	6.000000	0.463600	0.500373	1.000000	0.000400	0.000000	0.027298	INFINITY	1.000000	0.000745	0.000745	0.000400	1.000000	0.000745	0.000185	0.500373	
173.000000	5	class2	------	6.000000	0.462800	0.499509	0.333333	0.001200	0.001727	0.027274	0.431446	0.000000	0.000744	-0.000982	0.000400	0.998273	0.000745	-0.000244	0.499509	
------	------	------	6.000000	3.666667	0.514800	0.505428	0.598924	0.039467	0.034441	0.164075	INFINITY	0.833333	0.041213	0.010856	0.021000	0.965559	0.045297	0.002699	0.505428	
174.000000	0	class1	------	12.000000	0.559600	0.499935	0.428571	0.002800	0.002857	0.052149	0.954545	0.000000	0.002717	-0.000130	0.001200	0.997143	0.002727	-0.000032	0.499935	
174.000000	1	class2	------	3.000000	0.532800	0.532987	0.592357	0.502400	0.465455	0.532985	1.141741	1.000000	0.389121	0.065974	0.297600	0.534545	0.531429	0.016256	0.532987	
174.000000	2	class2	------	2.000000	0.483200	0.525422	0.642857	0.151200	0.122727	0.390217	1.414286	1.000000	0.158306	0.050844	0.097200	0.877273	0.173571	0.012528	0.525422	
174.000000	3	class2	------	3.000000	0.479200	0.510649	0.581940	0.239200	0.227273	0.438267	1.093714	1.000000	0.210909	0.021299	0.139200	0.772727	0.248571	0.005248	0.510649	
174.000000	4	class2	------	3.000000	0.451200	0.506591	0.642857	0.039200	0.031818	0.208730	1.414286	1.000000	0.043902	0.013182	0.025200	0.968182	0.045000	0.003248	0.506591	
174.000000	5	class2	------	4.000000	0.448000	0.506948	0.916667	0.009600	0.001818	0.125243	8.642857	1.000000	0.015692	0.013896	0.008800	0.998182	0.015714	0.003424	0.506948	
174.000000	6	class2	------	3.000000	0.451200	0.502500	0.576923	0.072800	0.070000	0.264102	1.071429	1.000000	0.071090	0.005000	0.042000	0.930000	0.075000	0.001232	0.502500	
174.000000	7	class2	------	3.000000	0.441600	0.499578	0.547619	0.016800	0.017273	0.127062	0.951128	0.000000	0.016209	-0.000844	0.009200	0.982727	0.016429	-0.000208	0.499578	
------	------	------	8.000000	4.125000	0.480850	0.510576	0.616224	0.129250	0.117403	0.267344	2.085498	0.750000	0.113493	0.021153	0.077550	0.882597	0.138555	0.005212	0.510576	
175.000000	0	class1	------	4.000000	0.530400	0.502902	0.636364	0.008800	0.006061	0.108593	1.957627	1.000000	0.011785	0.005804	0.005600	0.993939	0.011864	0.001446	0.502902	
175.000000	1	class2	------	3.000000	0.476000	0.501990	0.555556	0.036000	0.033898	0.191298	1.117424	1.000000	0.036765	0.003980	0.020000	0.966102	0.037879	0.000992	0.501990	
------	------	------	2.000000	3.500000	0.503200	0.502446	0.595960	0.022400	0.019979	0.149945	1.537526	1.000000	0.024275	0.004892	0.012800	0.980021	0.024872	0.001219	0.502446	
176.000000	0	class1	------	3.000000	0.543600	0.500070	0.500000	0.000800	0.000736	0.029594	1.191060	1.000000	0.000876	0.000141	0.000400	0.999264	0.000876	0.000035	0.500070	
176.000000	1	class2	------	3.000000	0.455600	0.498983	0.333333	0.002400	0.003506	0.038295	0.419794	0.000000	0.001467	-0.002034	0.000800	0.996494	0.001472	-0.000505	0.498983	
------	------	------	2.000000	3.000000	0.499600	0.499527	0.416667	0.001600	0.002121	0.033944	0.805427	0.500000	0.001172	-0.000947	0.000600	0.997879	0.001174	-0.000235	0.499527	
177.000000	0	class1	------	3.000000	0.552800	0.510219	0.925926	0.010800	0.001472	0.147913	14.888256	1.000000	0.021872	0.020439	0.010000	0.998528	0.021911	0.005071	0.510219	
177.000000	1	class2	------	4.000000	0.459200	0.502013	0.652174	0.009200	0.007011	0.104691	1.574227	1.000000	0.010973	0.004026	0.006000	0.992989	0.011038	0.000999	0.502013	
------	------	------	2.000000	3.500000	0.506000	0.506116	0.789050	0.010000	0.004242	0.126302	8.231242	1.000000	0.016423	0.012233	0.008000	0.995758	0.016474	0.003035	0.506116	
178.000000	0	class1	------	4.000000	0.545200	0.509810	0.607143	0.033600	0.024535	0.207539	1.799685	1.000000	0.042929	0.019621	0.020400	0.975465	0.044156	0.004877	0.509810	
178.000000	1	class1	------	3.000000	0.536800	0.505000	0.492611	0.081200	0.076580	0.282754	1.130585	1.000000	0.079491	0.010000	0.040000	0.923420	0.086580	0.002486	0.505000	
178.000000	2	class1	------	3.000000	0.539600	0.506868	0.511628	0.068800	0.062454	0.267268	1.219955	1.000000	0.071025	0.013737	0.035200	0.937546	0.076190	0.003414	0.506868	
178.000000	3	class2	------	2.000000	0.487600	0.514863	0.589888	0.142400	0.126407	0.369320	1.235168	1.000000	0.140845	0.029727	0.084000	0.873593	0.156134	0.007389	0.514863	
178.000000	4	class2	------	2.000000	0.464400	0.501007	0.565217	0.018400	0.017316	0.137826	1.116357	1.000000	0.019048	0.002015	0.010400	0.982684	0.019331	0.000501	0.501007	
178.000000	5	class2	------	2.000000	0.480800	0.500961	0.540034	0.234800	0.233766	0.424961	1.008220	1.000000	0.196285	0.001921	0.126800	0.766234	0.235688	0.000478	0.500961	
178.000000	6	class2	------	13.000000	0.462800	0.500499	0.600000	0.004000	0.003463	0.066675	1.288104	1.000000	0.004448	0.000998	0.002400	0.996537	0.004461	0.000248	0.500499	
178.000000	7	class2	------	3.000000	0.475600	0.495455	0.528523	0.238400	0.243290	0.420977	0.962640	0.000000	0.193727	-0.009089	0.126000	0.756710	0.234201	-0.002259	0.495455	
178.000000	8	class2	------	3.000000	0.463200	0.498058	0.514563	0.041200	0.043290	0.194163	0.910260	0.000000	0.037993	-0.003885	0.021200	0.956710	0.039405	-0.000966	0.498058	
178.000000	9	class2	------	2.000000	0.524000	0.524720	0.562957	0.492400	0.465801	0.524635	1.106141	1.000000	0.368030	0.049441	0.277200	0.534199	0.515242	0.012289	0.524720	
------	------	------	10.000000	3.700000	0.498000	0.505724	0.551256	0.135520	0.129690	0.289612	1.177712	0.800000	0.115382	0.011449	0.074360	0.870310	0.141139	0.002846	0.505724	
179.000000	0	class1	------	3.000000	0.540000	0.507401	0.722222	0.014400	0.007496	0.148766	2.974614	1.000000	0.022109	0.014802	0.010400	0.992504	0.022298	0.003684	0.507401	
179.000000	1	class2	------	4.000000	0.466000	0.498869	0.481481	0.010800	0.012007	0.098123	0.811630	0.000000	0.009644	-0.002262	0.005200	0.987993	0.009745	-0.000563	0.498869	
------	------	------	2.000000	3.500000	0.503000	0.503135	0.601852	0.012600	0.009752	0.123444	1.893122	0.500000	0.015876	0.006270	0.007800	0.990248	0.016022	0.001560	0.503135	
180.000000	0	class1	------	1.000000	0.596000	0.557040	0.644886	0.140800	0.090058	0.430990	2.266734	1.000000	0.183508	0.114079	0.090800	0.909942	0.204137	0.028172	0.557040	
180.000000	1	class1	------	3.000000	0.550000	0.503274	0.465969	0.076400	0.073487	0.272313	1.089117	1.000000	0.073311	0.006549	0.035600	0.926513	0.080036	0.001617	0.503274	
180.000000	2	class1	------	2.000000	0.550800	0.504710	0.473171	0.082000	0.077810	0.283624	1.121070	1.000000	0.079508	0.009420	0.038800	0.922190	0.087230	0.002326	0.504710	
180.000000	3	class1	------	3.000000	0.554400	0.501872	0.483333	0.024000	0.022334	0.159677	1.167672	1.000000	0.025372	0.003745	0.011600	0.977666	0.026079	0.000925	0.501872	
180.000000	4	class1	------	3.000000	0.546000	0.495023	0.381443	0.038800	0.043228	0.178424	0.769724	0.000000	0.031570	-0.009954	0.014800	0.956772	0.033273	-0.002458	0.495023	
180.000000	5	class2	------	3.000000	0.456000	0.507225	0.652174	0.036800	0.028777	0.204899	1.502161	1.000000	0.042254	0.014451	0.024000	0.971223	0.043228	0.003569	0.507225	
------	------	------	6.000000	2.500000	0.542200	0.511524	0.516829	0.066467	0.055949	0.254988	1.319413	0.833333	0.072587	0.023048	0.035933	0.944051	0.078997	0.005692	0.511524	
181.000000	0	class1	------	3.000000	0.561600	0.503841	0.666667	0.008400	0.005011	0.112379	2.533092	1.000000	0.012613	0.007682	0.005600	0.994989	0.012693	0.001894	0.503841	
181.000000	1	class1	------	5.000000	0.557200	0.498759	0.250000	0.003200	0.004295	0.042491	0.422182	0.000000	0.001803	-0.002482	0.000800	0.995705	0.001813	-0.000612	0.498759	
181.000000	2	class1	------	3.000000	0.558000	0.499570	0.375000	0.003200	0.003579	0.052059	0.759927	0.000000	0.002708	-0.000859	0.001200	0.996421	0.002720	-0.000212	0.499570	
181.000000	3	class2	------	3.000000	0.457200	0.513839	0.900000	0.020000	0.004533	0.179069	7.105941	1.000000	0.032097	0.027679	0.018000	0.995467	0.032212	0.006824	0.513839	
------	------	------	4.000000	3.500000	0.533500	0.504002	0.547917	0.008700	0.004354	0.096499	2.705286	0.500000	0.012305	0.008005	0.006400	0.995646	0.012359	0.001974	0.504002	
182.000000	0	class1	------	13.000000	0.548000	0.499429	0.333333	0.002400	0.002915	0.042046	0.608156	0.000000	0.001767	-0.001142	0.000800	0.997085	0.001773	-0.000283	0.499429	
182.000000	1	class2	------	3.000000	0.502400	0.502108	0.550874	0.503200	0.500887	0.502099	1.008416	1.000000	0.357770	0.004216	0.277200	0.499113	0.505102	0.001044	0.502108	
182.000000	2	class2	------	3.000000	0.493600	0.528618	0.647222	0.144000	0.112589	0.388207	1.508368	1.000000	0.155437	0.057236	0.093200	0.887411	0.169825	0.014173	0.528618	
182.000000	3	class2	------	2.000000	0.455600	0.502511	0.612245	0.019600	0.016844	0.146621	1.298143	1.000000	0.021567	0.005022	0.012000	0.983156	0.021866	0.001244	0.502511	
182.000000	4	class2	------	2.000000	0.454400	0.479109	0.506536	0.244800	0.267730	0.406761	0.843936	0.000000	0.185185	-0.041783	0.124000	0.732270	0.225948	-0.010346	0.479109	
------	------	------	5.000000	4.600000	0.490800	0.502355	0.530042	0.182800	0.180193	0.297147	1.053404	0.600000	0.144345	0.004710	0.101440	0.819807	0.184903	0.001166	0.502355	
183.000000	0	class1	------	10.000000	0.548400	0.502579	0.666667	0.006000	0.003660	0.093734	2.409171	1.000000	0.008780	0.005158	0.004000	0.996340	0.008818	0.001278	0.502579	
183.000000	1	class1	------	2.000000	0.547200	0.502529	0.521739	0.018400	0.016105	0.144302	1.314093	1.000000	0.020761	0.005059	0.009600	0.983895	0.021164	0.001254	0.502529	
183.000000	2	class1	------	2.000000	0.549200	0.504509	0.577778	0.018000	0.013909	0.150362	1.648380	1.000000	0.022550	0.009018	0.010400	0.986091	0.022928	0.002235	0.504509	
183.000000	3	class2	------	3.000000	0.461200	0.506805	0.913043	0.009200	0.001764	0.123880	8.716691	1.000000	0.015351	0.013610	0.008400	0.998236	0.015373	0.003373	0.506805	
------	------	------	4.000000	4.250000	0.526500	0.504106	0.669807	0.012900	0.008860	0.128070	3.522084	1.000000	0.016860	0.008211	0.008100	0.991140	0.017071	0.002035	0.504106	
184.000000	0	class1	------	2.000000	0.537200	0.537332	0.501603	0.499200	0.464526	0.537329	1.160733	1.000000	0.351094	0.074665	0.250400	0.535474	0.539190	0.018572	0.537332	
184.000000	1	class1	------	2.000000	0.511200	0.512144	0.476190	0.512400	0.501120	0.511973	1.048469	1.000000	0.332969	0.024289	0.244000	0.498880	0.525409	0.006041	0.512144	
184.000000	2	class1	------	2.000000	0.530800	0.500099	0.465116	0.068800	0.068708	0.253321	1.002884	1.000000	0.063847	0.000198	0.032000	0.931292	0.068906	0.000049	0.500099	
184.000000	3	class1	------	2.000000	0.524000	0.493808	0.424084	0.076400	0.082151	0.253053	0.849260	0.000000	0.063729	-0.012383	0.032400	0.917849	0.069767	-0.003080	0.493808	
184.000000	4	class1	------	2.000000	0.534000	0.503544	0.488889	0.072000	0.068708	0.265686	1.103172	1.000000	0.070231	0.007089	0.035200	0.931292	0.075797	0.001763	0.503544	
184.000000	5	class1	------	2.000000	0.518000	0.500917	0.466154	0.260000	0.259149	0.439714	1.007074	1.000000	0.200928	0.001833	0.121200	0.740851	0.260982	0.000456	0.500917	
184.000000	6	class1	------	1.000000	0.532000	0.506830	0.487671	0.146000	0.139656	0.363187	1.097809	1.000000	0.132047	0.013660	0.071200	0.860344	0.153316	0.003398	0.506830	
184.000000	7	class1	------	3.000000	0.544800	0.510707	0.725490	0.020400	0.010456	0.177583	3.048050	1.000000	0.031489	0.021414	0.014800	0.989544	0.031869	0.005326	0.510707	
184.000000	8	class1	------	1.000000	0.539200	0.513551	0.512968	0.138800	0.126214	0.366013	1.214735	1.000000	0.133835	0.027103	0.071200	0.873786	0.153316	0.006741	0.513551	
184.000000	9	class2	------	2.000000	0.492800	0.523249	0.691892	0.074000	0.049096	0.301497	1.947093	1.000000	0.091691	0.046498	0.051200	0.950904	0.095594	0.011566	0.523249	
184.000000	10	class2	------	2.000000	0.490400	0.515284	0.585752	0.151600	0.135228	0.378649	1.226041	1.000000	0.148396	0.030567	0.088800	0.864772	0.165795	0.007603	0.515284	
184.000000	11	class2	------	3.000000	0.476800	0.511175	0.844444	0.018000	0.006029	0.167953	4.706924	1.000000	0.028232	0.022350	0.015200	0.993971	0.028379	0.005559	0.511175	
184.000000	12	class2	------	3.000000	0.520400	0.538366	0.611821	0.250400	0.209302	0.475570	1.366609	1.000000	0.242099	0.076732	0.153200	0.790698	0.286034	0.019086	0.538366	
184.000000	13	class2	------	2.000000	0.533200	0.532682	0.567504	0.509600	0.474591	0.532633	1.137728	1.000000	0.382540	0.065364	0.289200	0.525409	0.539955	0.016258	0.532682	
184.000000	14	class2	------	2.000000	0.472400	0.497449	0.527027	0.148000	0.150732	0.351681	0.966158	0.000000	0.128798	-0.005101	0.078000	0.849268	0.145631	-0.001269	0.497449	
184.000000	15	class2	------	3.000000	0.461200	0.494093	0.457447	0.037600	0.043928	0.175222	0.731055	0.000000	0.030935	-0.011814	0.017200	0.956072	0.032114	-0.002939	0.494093	
184.000000	16	class2	------	3.000000	0.467200	0.498721	0.524476	0.057200	0.058570	0.229633	0.956322	0.000000	0.053305	-0.002558	0.030000	0.941430	0.056012	-0.000636	0.498721	
184.000000	17	class2	------	3.000000	0.464800	0.497740	0.505376	0.037200	0.039621	0.183603	0.885914	0.000000	0.033935	-0.004520	0.018800	0.960379	0.035101	-0.001124	0.497740	
------	------	------	18.000000	2.222222	0.508356	0.510427	0.547995	0.170978	0.160432	0.331350	1.414224	0.722222	0.140006	0.020855	0.089667	0.839568	0.181287	0.005187	0.510427	
185.000000	0	class1	------	3.000000	0.550400	0.509599	1.000000	0.008800	0.000000	0.138554	INFINITY	1.000000	0.019197	0.019197	0.008800	1.000000	0.019197	0.004766	0.509599	
185.000000	1	class2	------	2.000000	0.479200	0.515516	0.660494	0.064800	0.047993	0.274285	1.646596	1.000000	0.075940	0.031032	0.042800	0.952007	0.079025	0.007704	0.515516	
185.000000	2	class2	------	3.000000	0.487600	0.518646	0.613707	0.128400	0.108202	0.360211	1.344654	1.000000	0.133288	0.037292	0.078800	0.891798	0.145495	0.009259	0.518646	
185.000000	3	class2	------	2.000000	0.470800	0.506756	0.590643	0.068400	0.061082	0.264646	1.221207	1.000000	0.070927	0.013512	0.040400	0.938918	0.074594	0.003355	0.506756	
185.000000	4	class2	------	2.000000	0.504400	0.534223	0.659280	0.144400	0.107330	0.396118	1.637713	1.000000	0.161137	0.068446	0.095200	0.892670	0.175775	0.016993	0.534223	
185.000000	5	class2	------	1.000000	0.501600	0.501209	0.542789	0.504800	0.503490	0.501187	1.004803	1.000000	0.354738	0.002418	0.274000	0.496510	0.505908	0.000600	0.501209	
185.000000	6	class2	------	2.000000	0.467600	0.507488	0.716981	0.021200	0.013089	0.166426	2.144165	1.000000	0.027757	0.014976	0.015200	0.986911	0.028065	0.003718	0.507488	
------	------	------	7.000000	2.142857	0.494514	0.513348	0.683413	0.134400	0.120170	0.300204	INFINITY	1.000000	0.120427	0.026696	0.079314	0.879830	0.146866	0.006628	0.513348	
186.000000	0	class1	------	3.000000	0.549200	0.507405	0.606557	0.024400	0.017647	0.178559	1.839181	1.000000	0.031787	0.014809	0.014800	0.982353	0.032456	0.003674	0.507405	
186.000000	1	class2	------	13.000000	0.456800	0.500522	0.625000	0.003200	0.002632	0.060554	1.397059	1.000000	0.003668	0.001045	0.002000	0.997368	0.003676	0.000259	0.500522	
------	------	------	2.000000	8.000000	0.503000	0.503963	0.615779	0.013800	0.010139	0.119557	1.618120	1.000000	0.017728	0.007927	0.008400	0.989861	0.018066	0.001966	0.503963	
187.000000	0	class1	------	11.000000	0.553200	0.501423	0.800000	0.002000	0.000725	0.059740	4.928571	1.000000	0.003568	0.002847	0.001600	0.999275	0.003571	0.000704	0.501423	
187.000000	1	class2	------	3.000000	0.453600	0.504652	0.791667	0.009600	0.004464	0.117075	3.084058	1.000000	0.013718	0.009304	0.007600	0.995536	0.013768	0.002301	0.504652	
------	------	------	2.000000	7.000000	0.503400	0.503038	0.795833	0.005800	0.002594	0.088408	4.006315	1.000000	0.008643	0.006075	0.004600	0.997406	0.008670	0.001502	0.503038	
188.000000	0	class1	------	2.000000	0.513600	0.512713	0.468903	0.488800	0.477206	0.512614	1.053280	1.000000	0.320291	0.025426	0.229200	0.522794	0.502632	0.006307	0.512713	
188.000000	1	class1	------	3.000000	0.544000	0.502909	0.500000	0.032800	0.030147	0.186764	1.192982	1.000000	0.034716	0.005818	0.016400	0.969853	0.035965	0.001443	0.502909	
188.000000	2	class1	------	2.000000	0.549200	0.506979	0.632653	0.019600	0.013235	0.163808	2.054581	1.000000	0.026770	0.013958	0.012400	0.986765	0.027193	0.003462	0.506979	
188.000000	3	class1	------	2.000000	0.590000	0.559165	0.659280	0.144400	0.090441	0.435764	2.308373	1.000000	0.188440	0.118331	0.095200	0.909559	0.208772	0.029354	0.559165	
188.000000	4	class1	------	2.000000	0.526000	0.503606	0.463295	0.245200	0.241912	0.434577	1.029809	1.000000	0.193329	0.007211	0.113600	0.758088	0.249123	0.001789	0.503606	
188.000000	5	class1	------	3.000000	0.553200	0.510159	0.960000	0.010000	0.000735	0.145042	28.631579	1.000000	0.021034	0.020317	0.009600	0.999265	0.021053	0.005040	0.510159	
188.000000	6	class2	------	12.000000	0.460000	0.503535	0.857143	0.005600	0.001754	0.093851	5.029412	1.000000	0.008811	0.007069	0.004800	0.998246	0.008824	0.001754	0.503535	
------	------	------	7.000000	3.714286	0.533714	0.514152	0.648753	0.135200	0.122204	0.281774	5.900002	1.000000	0.113342	0.028304	0.068743	0.877796	0.150509	0.007021	0.514152	
189.000000	0	class1	------	4.000000	0.544400	0.507171	0.833333	0.009600	0.002974	0.131395	5.822511	1.000000	0.017256	0.014342	0.008000	0.997026	0.017316	0.003565	0.507171	
189.000000	1	class2	------	3.000000	0.469200	0.506263	0.781250	0.012800	0.006061	0.135922	3.066914	1.000000	0.018491	0.012527	0.010000	0.993939	0.018587	0.003114	0.506263	
------	------	------	2.000000	3.500000	0.506800	0.506717	0.807292	0.011200	0.004517	0.133658	4.444713	1.000000	0.017874	0.013434	0.009000	0.995483	0.017952	0.003339	0.506717	
190.000000	0	class1	------	4.000000	0.531600	0.501347	0.545455	0.008800	0.007536	0.100763	1.357545	1.000000	0.010144	0.002694	0.004800	0.992464	0.010230	0.000671	0.501347	
190.000000	1	class2	------	11.000000	0.470000	0.500754	1.000000	0.000800	0.000000	0.038822	INFINITY	1.000000	0.001507	0.001507	0.000800	1.000000	0.001507	0.000375	0.500754	
------	------	------	2.000000	7.500000	0.500800	0.501050	0.772727	0.004800	0.003768	0.069792	INFINITY	1.000000	0.005825	0.002101	0.002800	0.996232	0.005869	0.000523	0.501050	
191.000000	0	class1	------	2.000000	0.540800	0.502127	0.509434	0.021200	0.019245	0.151811	1.221028	1.000000	0.022979	0.004254	0.010800	0.980755	0.023499	0.001056	0.502127	
191.000000	1	class2	------	14.000000	0.460800	0.500980	0.714286	0.002800	0.001741	0.060783	2.126203	1.000000	0.003695	0.001960	0.002000	0.998259	0.003701	0.000487	0.500980	
------	------	------	2.000000	8.000000	0.500800	0.501554	0.611860	0.012000	0.010493	0.106297	1.673616	1.000000	0.013337	0.003107	0.006400	0.989507	0.013600	0.000772	0.501554	
192.000000	0	class1	------	3.000000	0.545200	0.501017	0.529412	0.006800	0.005874	0.088669	1.346441	1.000000	0.007853	0.002035	0.003600	0.994126	0.007909	0.000505	0.501017	
192.000000	1	class1	------	4.000000	0.544400	0.499633	0.000000	0.000400	0.000734	0.000000	0.000000	0.000000	0.000000	-0.000734	0.000000	0.999266	0.000000	-0.000182	0.499633	
192.000000	2	class1	------	2.000000	0.544800	0.501807	0.500000	0.020000	0.018355	0.146851	1.196837	1.000000	0.021496	0.003613	0.010000	0.981645	0.021968	0.000896	0.501807	
192.000000	3	class2	------	3.000000	0.458800	0.502654	0.666667	0.010800	0.007909	0.114505	1.671072	1.000000	0.013129	0.005307	0.007200	0.992091	0.013216	0.001316	0.502654	
------	------	------	4.000000	3.000000	0.523300	0.501278	0.424020	0.009500	0.008218	0.087506	1.053587	0.750000	0.010620	0.002555	0.005200	0.991782	0.010773	0.000634	0.501278	
193.000000	0	class1	------	3.000000	0.524400	0.500953	0.625000	0.003200	0.002292	0.064719	1.831794	1.000000	0.004188	0.001906	0.002000	0.997708	0.004198	0.000476	0.500953	
193.000000	1	class2	------	3.000000	0.475600	0.498744	0.458333	0.009600	0.010915	0.091168	0.769877	0.000000	0.008321	-0.002512	0.004400	0.989085	0.008403	-0.000627	0.498744	
193.000000	2	class2	------	3.000000	0.476000	0.499050	0.482759	0.011600	0.012594	0.102764	0.849198	0.000000	0.010574	-0.001899	0.005600	0.987406	0.010695	-0.000474	0.499050	
------	------	------	3.000000	3.000000	0.492000	0.499583	0.522031	0.008133	0.008600	0.086217	1.150290	0.333333	0.007694	-0.000835	0.004000	0.991400	0.007766	-0.000208	0.499583	
194.000000	0	class1	------	2.000000	0.565200	0.545919	0.646526	0.132400	0.088906	0.405801	2.032975	1.000000	0.164489	0.091837	0.085600	0.911094	0.180743	0.022895	0.545919	
194.000000	1	class1	------	3.000000	0.527600	0.503131	0.516484	0.036400	0.033435	0.195879	1.187270	1.000000	0.038274	0.006261	0.018800	0.966565	0.039696	0.001561	0.503131	
194.000000	2	class1	------	3.000000	0.526800	0.501481	0.509804	0.020400	0.018997	0.146773	1.155946	1.000000	0.021505	0.002962	0.010400	0.981003	0.021959	0.000739	0.501481	
194.000000	3	class1	------	2.000000	0.514800	0.515117	0.488519	0.505200	0.490881	0.515082	1.061590	1.000000	0.337158	0.030233	0.246800	0.509119	0.521115	0.007537	0.515117	
194.000000	4	class1	------	3.000000	0.532800	0.510188	0.544944	0.071200	0.061550	0.277278	1.331039	1.000000	0.076680	0.020376	0.038800	0.938450	0.081926	0.005080	0.510188	
194.000000	5	class1	------	3.000000	0.529200	0.504777	0.537634	0.037200	0.032675	0.202114	1.292426	1.000000	0.040750	0.009555	0.020000	0.967325	0.042230	0.002382	0.504777	
194.000000	6	class1	------	10.000000	0.526800	0.500634	0.545455	0.004400	0.003799	0.071051	1.333784	1.000000	0.005046	0.001268	0.002400	0.996201	0.005068	0.000316	0.500634	
194.000000	7	class2	------	3.000000	0.477600	0.503164	0.625000	0.016000	0.012669	0.136954	1.499493	1.000000	0.018783	0.006328	0.010000	0.987331	0.018997	0.001578	0.503164	
------	------	------	8.000000	3.625000	0.525100	0.510551	0.551796	0.102900	0.092864	0.243866	1.361815	1.000000	0.087836	0.021103	0.054100	0.907136	0.113967	0.005261	0.510551	
195.000000	0	class1	------	4.000000	0.524000	0.499278	0.250000	0.001600	0.002287	0.028980	0.368126	0.000000	0.000840	-0.001445	0.000400	0.997713	0.000842	-0.000360	0.499278	
195.000000	1	class2	------	3.000000	0.473600	0.495015	0.488235	0.068000	0.073232	0.242135	0.863856	0.000000	0.059328	-0.009970	0.033200	0.926768	0.063262	-0.002486	0.495015	
195.000000	2	class2	------	2.000000	0.480800	0.493521	0.511513	0.243200	0.250000	0.421642	0.948171	0.000000	0.193288	-0.012957	0.124400	0.750000	0.237043	-0.003231	0.493521	
195.000000	3	class2	------	2.000000	0.526000	0.526044	0.550759	0.500400	0.473064	0.526043	1.110109	1.000000	0.367663	0.052088	0.275600	0.526936	0.525152	0.012990	0.526044	
