Timestamp	Rule	Class	NumRules	NumVars	Acc	AUC	CONF	Cov	FPR	G-Mean	GR	GR_Pct	Jacc	SuppDiff	Supp	TNR	TPR	WRAcc	WRAcc_Norm
------	------	------	3.000000	2.666667	0.513033	0.501439	0.647796	0.009833	0.008386	0.100349	INFINITY	0.666667	0.011118	0.002878	0.005333	0.991614	0.011264	0.000716	0.501439	
74.000000	0	class1	------	9.000000	0.552200	0.500286	0.625000	0.000800	0.000543	0.033399	2.053571	1.000000	0.001115	0.000573	0.000500	0.999457	0.001116	0.000142	0.500286	
74.000000	1	class2	------	4.000000	0.447800	0.499588	0.450000	0.002000	0.002455	0.040329	0.664032	0.000000	0.001627	-0.000825	0.000900	0.997545	0.001630	-0.000204	0.499588	
------	------	------	2.000000	6.500000	0.500000	0.499937	0.537500	0.001400	0.001499	0.036864	1.358802	0.500000	0.001371	-0.000126	0.000700	0.998501	0.001373	-0.000031	0.499937	
75.000000	0	class1	------	9.000000	0.534600	0.499776	0.363636	0.001100	0.001309	0.029307	0.657186	0.000000	0.000859	-0.000449	0.000400	0.998691	0.000860	-0.000112	0.499776	
75.000000	1	class2	------	13.000000	0.466100	0.500851	0.727273	0.002200	0.001290	0.054657	2.318689	1.000000	0.002988	0.001701	0.001600	0.998710	0.002991	0.000423	0.500851	
------	------	------	2.000000	11.000000	0.500350	0.500313	0.545455	0.001650	0.001299	0.041982	1.487937	0.500000	0.001923	0.000626	0.001000	0.998701	0.001926	0.000156	0.500313	
76.000000	0	class1	------	11.000000	0.542200	0.500126	0.666667	0.000300	0.000184	0.020897	2.367766	1.000000	0.000437	0.000252	0.000200	0.999816	0.000437	0.000063	0.500126	
76.000000	1	class1	------	3.000000	0.542600	0.500699	0.608696	0.002300	0.001660	0.055248	1.841596	1.000000	0.003051	0.001397	0.001400	0.998340	0.003057	0.000347	0.500699	
76.000000	2	class2	------	3.000000	0.456900	0.497195	0.476415	0.021200	0.024241	0.134832	0.768581	0.000000	0.018257	-0.005610	0.010100	0.975759	0.018631	-0.001393	0.497195	
76.000000	3	class2	------	2.000000	0.475400	0.511646	0.624113	0.070500	0.057873	0.276529	1.402484	1.000000	0.077383	0.023293	0.044000	0.942127	0.081166	0.005782	0.511646	
76.000000	4	class2	------	2.000000	0.473400	0.503764	0.555476	0.139700	0.135619	0.351758	1.055508	1.000000	0.128434	0.007528	0.077600	0.864381	0.143147	0.001869	0.503764	
76.000000	5	class2	------	3.000000	0.469700	0.501606	0.548680	0.121200	0.119458	0.328659	1.026894	1.000000	0.111428	0.003213	0.066500	0.880542	0.122671	0.000797	0.501606	
76.000000	6	class2	------	3.000000	0.460800	0.499961	0.541547	0.034900	0.034942	0.183429	0.997776	0.000000	0.033865	-0.000078	0.018900	0.965058	0.034864	-0.000019	0.499961	
76.000000	7	class2	------	2.000000	0.530100	0.530501	0.572519	0.497800	0.464730	0.530480	1.131265	1.000000	0.377533	0.061003	0.285000	0.535270	0.525733	0.015143	0.530501	
76.000000	8	class2	------	3.000000	0.457800	0.499738	0.473684	0.001900	0.002184	0.040701	0.760210	0.000000	0.001657	-0.000524	0.000900	0.997816	0.001660	-0.000130	0.499738	
76.000000	9	class2	------	2.000000	0.479300	0.500505	0.543110	0.248200	0.247652	0.432528	1.004079	1.000000	0.205645	0.001010	0.134800	0.752348	0.248663	0.000251	0.500505	
------	------	------	10.000000	3.400000	0.488820	0.504574	0.561091	0.113800	0.108854	0.235506	1.235616	0.700000	0.095769	0.009149	0.063940	0.891146	0.118003	0.002271	0.504574	
77.000000	0	class1	------	2.000000	0.557600	0.512053	0.777174	0.018400	0.007490	0.177084	4.218348	1.000000	0.031312	0.024105	0.014300	0.992510	0.031595	0.005972	0.512053	
77.000000	1	class2	------	3.000000	0.462300	0.502795	0.566347	0.073100	0.070040	0.265204	1.079819	1.000000	0.071490	0.005590	0.041400	0.929960	0.075630	0.001385	0.502795	
77.000000	2	class2	------	3.000000	0.463100	0.503526	0.571042	0.073900	0.070040	0.267754	1.100685	1.000000	0.072872	0.007052	0.042200	0.929960	0.077092	0.001747	0.503526	
77.000000	3	class2	------	2.000000	0.496000	0.530095	0.651536	0.143200	0.110252	0.389423	1.545934	1.000000	0.156203	0.060190	0.093300	0.889748	0.170442	0.014912	0.530095	
77.000000	4	class2	------	2.000000	0.516400	0.516128	0.563243	0.504400	0.486743	0.516120	1.066268	1.000000	0.370066	0.032256	0.284100	0.513257	0.518999	0.007991	0.516128	
77.000000	5	class2	------	2.000000	0.460000	0.500790	0.553009	0.069800	0.068935	0.256231	1.022922	1.000000	0.066713	0.001580	0.038600	0.931065	0.070515	0.000391	0.500790	
77.000000	6	class2	------	2.000000	0.461000	0.501914	0.561224	0.068600	0.066505	0.256232	1.057558	1.000000	0.066667	0.003828	0.038500	0.933495	0.070332	0.000948	0.501914	
77.000000	7	class2	------	3.000000	0.453300	0.499664	0.532110	0.010900	0.011268	0.102353	0.940302	0.000000	0.010498	-0.000673	0.005800	0.988732	0.010596	-0.000167	0.499664	
77.000000	8	class2	------	13.000000	0.452700	0.500072	0.666667	0.000300	0.000221	0.019112	1.653635	1.000000	0.000365	0.000144	0.000200	0.999779	0.000365	0.000036	0.500072	
77.000000	9	class2	------	3.000000	0.477300	0.501401	0.550224	0.245900	0.244366	0.432168	1.011469	1.000000	0.205623	0.002803	0.135300	0.755634	0.247168	0.000694	0.501401	
------	------	------	10.000000	3.500000	0.479970	0.506844	0.599258	0.120850	0.113586	0.268168	1.469694	0.900000	0.105181	0.013688	0.069370	0.886414	0.127274	0.003391	0.506844	
78.000000	0	class1	------	11.000000	0.546000	0.500788	0.888889	0.000900	0.000183	0.041941	9.594018	1.000000	0.001759	0.001576	0.000800	0.999817	0.001759	0.000391	0.500788	
78.000000	1	class2	------	2.000000	0.456900	0.480112	0.504545	0.242000	0.263690	0.406041	0.849153	0.000000	0.183554	-0.039777	0.122100	0.736310	0.223913	-0.009863	0.480112	
78.000000	2	class2	------	3.000000	0.457700	0.499608	0.540107	0.037400	0.037827	0.188792	0.979292	0.000000	0.035911	-0.000783	0.020200	0.962173	0.037044	-0.000194	0.499608	
78.000000	3	class2	------	3.000000	0.457200	0.501982	0.711864	0.005900	0.003739	0.087598	2.060107	1.000000	0.007678	0.003963	0.004200	0.996261	0.007702	0.000983	0.501982	
78.000000	4	class2	------	3.000000	0.456500	0.498398	0.524064	0.037400	0.039147	0.185840	0.918175	0.000000	0.034807	-0.003203	0.019600	0.960853	0.035944	-0.000794	0.498398	
78.000000	5	class2	------	3.000000	0.463800	0.502936	0.566618	0.068300	0.065098	0.257585	1.090206	1.000000	0.067316	0.005872	0.038700	0.934902	0.070970	0.001456	0.502936	
78.000000	6	class2	------	2.000000	0.531700	0.530866	0.575195	0.512000	0.478337	0.530786	1.129056	1.000000	0.386078	0.061732	0.294500	0.521663	0.540070	0.015306	0.530866	
78.000000	7	class2	------	2.000000	0.454900	0.498466	0.505263	0.019000	0.020673	0.131305	0.851594	0.000000	0.017307	-0.003068	0.009600	0.979327	0.017605	-0.000761	0.498466	
78.000000	8	class2	------	2.000000	0.458100	0.496961	0.524011	0.070800	0.074115	0.250985	0.917981	0.000000	0.064076	-0.006079	0.037100	0.925885	0.068036	-0.001507	0.496961	
78.000000	9	class2	------	1.000000	0.475200	0.507488	0.571033	0.144300	0.136134	0.361301	1.110008	1.000000	0.135705	0.014976	0.082400	0.863866	0.151109	0.003713	0.507488	
78.000000	10	class2	------	3.000000	0.531800	0.530958	0.575278	0.512100	0.478337	0.530876	1.129439	1.000000	0.386209	0.061916	0.294600	0.521663	0.540253	0.015352	0.530958	
78.000000	11	class2	------	3.000000	0.457200	0.499534	0.538226	0.032700	0.033209	0.176646	0.971908	0.000000	0.031406	-0.000933	0.017600	0.966791	0.032276	-0.000231	0.499534	
78.000000	12	class2	------	2.000000	0.517400	0.517992	0.563321	0.495100	0.475478	0.517950	1.075678	1.000000	0.366251	0.035983	0.278900	0.524522	0.511462	0.008922	0.517992	
78.000000	13	class2	------	1.000000	0.481700	0.513978	0.593103	0.145000	0.129756	0.370469	1.215447	1.000000	0.142313	0.027955	0.086000	0.870244	0.157711	0.006931	0.513978	
78.000000	14	class2	------	1.000000	0.466900	0.499494	0.543509	0.140200	0.140752	0.346513	0.992806	0.000000	0.125062	-0.001013	0.076200	0.859248	0.139740	-0.000251	0.499494	
------	------	------	15.000000	2.800000	0.480867	0.505304	0.581669	0.164207	0.158432	0.292309	1.658991	0.533333	0.132362	0.010608	0.092167	0.841568	0.169040	0.002630	0.505304	
79.000000	0	class1	------	1.000000	0.519800	0.520011	0.478539	0.500900	0.482542	0.520005	1.082939	1.000000	0.332963	0.040022	0.239700	0.517458	0.522564	0.009937	0.520011	
79.000000	1	class1	------	3.000000	0.542100	0.501654	0.539216	0.010200	0.008683	0.109024	1.380938	1.000000	0.011869	0.003308	0.005500	0.991317	0.011990	0.000821	0.501654	
79.000000	2	class1	------	3.000000	0.538000	0.497617	0.353982	0.011300	0.013486	0.092751	0.646616	0.000000	0.008584	-0.004766	0.004000	0.986514	0.008720	-0.001183	0.497617	
79.000000	3	class1	------	3.000000	0.541700	0.500636	0.571429	0.002800	0.002217	0.058995	1.573432	1.000000	0.003479	0.001271	0.001600	0.997783	0.003488	0.000316	0.500636	
79.000000	4	class1	------	1.000000	0.535500	0.505853	0.479374	0.140600	0.135230	0.356464	1.086571	1.000000	0.126716	0.011707	0.067400	0.864770	0.146937	0.002907	0.505853	
79.000000	5	class1	------	3.000000	0.541000	0.499873	0.428571	0.002100	0.002217	0.044246	0.885056	0.000000	0.001957	-0.000255	0.000900	0.997783	0.001962	-0.000063	0.499873	
79.000000	6	class1	------	2.000000	0.525900	0.505702	0.469804	0.255000	0.249769	0.442651	1.045657	1.000000	0.201717	0.011404	0.119800	0.750231	0.261173	0.002831	0.505702	
79.000000	7	class1	------	3.000000	0.550300	0.510941	0.699115	0.022600	0.012562	0.184425	2.741937	1.000000	0.033942	0.021883	0.015800	0.987438	0.034445	0.005433	0.510941	
79.000000	8	class1	------	1.000000	0.534100	0.504793	0.475138	0.144800	0.140403	0.359069	1.068278	1.000000	0.128670	0.009586	0.068800	0.859597	0.149989	0.002380	0.504793	
79.000000	9	class1	------	3.000000	0.536900	0.501242	0.467742	0.068200	0.067061	0.254717	1.037035	1.000000	0.064444	0.002484	0.031900	0.932939	0.069544	0.000617	0.501242	
79.000000	10	class2	------	3.000000	0.465000	0.505803	0.984615	0.006500	0.000218	0.108724	54.233881	1.000000	0.011821	0.011605	0.006400	0.999782	0.011823	0.002882	0.505803	
------	------	------	11.000000	2.363636	0.530027	0.504920	0.540684	0.105909	0.101308	0.230097	6.071122	0.818182	0.084197	0.009841	0.051073	0.898692	0.111149	0.002443	0.504920	
80.000000	0	class1	------	12.000000	0.538000	0.499814	0.000000	0.000200	0.000372	0.000000	0.000000	0.000000	0.000000	-0.000372	0.000000	0.999628	0.000000	-0.000092	0.499814	
80.000000	1	class2	------	3.000000	0.465100	0.502559	0.666667	0.009900	0.007146	0.110343	1.716091	1.000000	0.012188	0.005117	0.006600	0.992854	0.012263	0.001272	0.502559	
80.000000	2	class2	------	1.000000	0.477600	0.504842	0.554937	0.143800	0.138588	0.357384	1.069875	1.000000	0.132514	0.009684	0.079800	0.861412	0.148272	0.002407	0.504842	
80.000000	3	class2	------	3.000000	0.502300	0.530002	0.644953	0.139700	0.107406	0.386561	1.558667	1.000000	0.153283	0.060004	0.090100	0.892594	0.167410	0.014913	0.530002	
80.000000	4	class2	------	3.000000	0.471000	0.506503	0.628492	0.035800	0.028800	0.201499	1.451580	1.000000	0.040798	0.013006	0.022500	0.971200	0.041806	0.003232	0.506503	
------	------	------	5.000000	4.400000	0.490800	0.508744	0.499010	0.065880	0.056462	0.211157	1.159243	0.800000	0.067757	0.017488	0.039800	0.943538	0.073950	0.004346	0.508744	
81.000000	0	class1	------	3.000000	0.542700	0.500000	0.456522	0.009200	0.009200	0.095477	1.000088	1.000000	0.009101	0.000001	0.004200	0.990800	0.009200	0.000000	0.500000	
81.000000	1	class2	------	3.000000	0.457900	0.500604	0.576087	0.009200	0.008543	0.098328	1.141438	1.000000	0.009682	0.001208	0.005300	0.991457	0.009752	0.000300	0.500604	
81.000000	2	class2	------	2.000000	0.467900	0.505736	0.586890	0.065600	0.059365	0.258132	1.193253	1.000000	0.067473	0.011472	0.038500	0.940635	0.070837	0.002846	0.505736	
81.000000	3	class2	------	4.000000	0.458700	0.500393	0.552885	0.020800	0.020372	0.143973	1.038619	1.000000	0.020803	0.000787	0.011500	0.979628	0.021159	0.000195	0.500393	
81.000000	4	class2	------	1.000000	0.467000	0.497369	0.534837	0.150700	0.153560	0.354296	0.965736	0.000000	0.131356	-0.005262	0.080600	0.846440	0.148298	-0.001305	0.497369	
------	------	------	5.000000	2.600000	0.478840	0.500821	0.541444	0.051100	0.050208	0.190041	1.067827	0.800000	0.047683	0.001641	0.028020	0.949792	0.051849	0.000407	0.500821	
82.000000	0	class1	------	3.000000	0.538000	0.500261	0.523810	0.002100	0.001859	0.048744	1.280437	1.000000	0.002375	0.000521	0.001100	0.998141	0.002380	0.000130	0.500261	
82.000000	1	class2	------	12.000000	0.463900	0.501551	0.764706	0.003400	0.001731	0.069464	2.792015	1.000000	0.004826	0.003102	0.002600	0.998269	0.004834	0.000771	0.501551	
------	------	------	2.000000	7.500000	0.500950	0.500906	0.644258	0.002750	0.001795	0.059104	2.036226	1.000000	0.003601	0.001812	0.001850	0.998205	0.003607	0.000450	0.500906	
83.000000	0	class1	------	2.000000	0.539900	0.510760	0.540278	0.072000	0.061973	0.279857	1.347260	1.000000	0.077956	0.021521	0.038900	0.938027	0.083494	0.005355	0.510760	
83.000000	1	class1	------	3.000000	0.531300	0.504327	0.486564	0.104200	0.100169	0.312924	1.086386	1.000000	0.097613	0.008653	0.050700	0.899831	0.108822	0.002153	0.504327	
83.000000	2	class1	------	1.000000	0.519000	0.519000	0.484861	0.498700	0.480996	0.519000	1.079002	1.000000	0.334532	0.037999	0.241800	0.519004	0.518995	0.009456	0.519000	
83.000000	3	class1	------	1.000000	0.586900	0.562859	0.684358	0.143200	0.084628	0.438799	2.485521	1.000000	0.191743	0.125717	0.098000	0.915372	0.210346	0.031283	0.562859	
83.000000	4	class1	------	2.000000	0.550600	0.526122	0.559225	0.139300	0.114960	0.384684	1.454451	1.000000	0.147734	0.052244	0.077900	0.885040	0.167203	0.013000	0.526122	
83.000000	5	class1	------	4.000000	0.534300	0.500256	0.625000	0.000800	0.000562	0.032750	1.910639	1.000000	0.001073	0.000511	0.000500	0.999438	0.001073	0.000127	0.500256	
83.000000	6	class1	------	3.000000	0.534100	0.500233	0.500000	0.003400	0.003183	0.060310	1.146383	1.000000	0.003636	0.000466	0.001700	0.996817	0.003649	0.000116	0.500233	
83.000000	7	class1	------	3.000000	0.526700	0.497554	0.449176	0.072800	0.075080	0.254788	0.934831	0.000000	0.064625	-0.004893	0.032700	0.924920	0.070187	-0.001218	0.497554	
83.000000	8	class1	------	3.000000	0.530600	0.498806	0.448378	0.033900	0.035012	0.177434	0.931820	0.000000	0.031366	-0.002387	0.015200	0.964988	0.032625	-0.000594	0.498806	
83.000000	9	class2	------	3.000000	0.465900	0.499808	0.500000	0.002800	0.003005	0.051121	0.872309	0.000000	0.002614	-0.000384	0.001400	0.996995	0.002621	-0.000095	0.499808	
------	------	------	10.000000	2.500000	0.531930	0.511972	0.527784	0.107110	0.095957	0.251167	1.324860	0.700000	0.095289	0.023945	0.055880	0.904043	0.119902	0.005958	0.511972	
84.000000	0	class1	------	12.000000	0.538300	0.500262	0.625000	0.000800	0.000558	0.032892	1.941618	1.000000	0.001082	0.000525	0.000500	0.999442	0.001082	0.000130	0.500262	
84.000000	1	class2	------	3.000000	0.463500	0.501119	0.625000	0.006400	0.005196	0.085994	1.430651	1.000000	0.007401	0.002238	0.004000	0.994804	0.007434	0.000556	0.501119	
------	------	------	2.000000	7.500000	0.500900	0.500691	0.625000	0.003600	0.002877	0.059443	1.686135	1.000000	0.004241	0.001381	0.002250	0.997123	0.004258	0.000343	0.500691	
85.000000	0	class1	------	11.000000	0.542100	0.500479	0.571429	0.002100	0.001661	0.051133	1.576604	1.000000	0.002614	0.000958	0.001200	0.998339	0.002619	0.000238	0.500479	
85.000000	1	class2	------	13.000000	0.458100	0.499807	0.454545	0.001100	0.001309	0.030359	0.704750	0.000000	0.000922	-0.000387	0.000500	0.998691	0.000923	-0.000096	0.499807	
------	------	------	2.000000	12.000000	0.500100	0.500143	0.512987	0.001600	0.001485	0.040746	1.140677	0.500000	0.001768	0.000286	0.000850	0.998515	0.001771	0.000071	0.500143	
86.000000	0	class1	------	1.000000	0.515800	0.516082	0.468993	0.501500	0.486926	0.516073	1.066056	1.000000	0.326939	0.032164	0.235200	0.513074	0.519091	0.007970	0.516082	
86.000000	1	class1	------	3.000000	0.545900	0.499824	0.443182	0.008800	0.008960	0.092359	0.960688	0.000000	0.008515	-0.000352	0.003900	0.991040	0.008607	-0.000087	0.499824	
86.000000	2	class1	------	3.000000	0.545900	0.499275	0.333333	0.003000	0.003657	0.046893	0.603509	0.000000	0.002197	-0.001450	0.001000	0.996343	0.002207	-0.000359	0.499275	
86.000000	3	class1	------	3.000000	0.545700	0.499925	0.450000	0.012000	0.012068	0.108508	0.987560	0.000000	0.011747	-0.000150	0.005400	0.987932	0.011918	-0.000037	0.499925	
86.000000	4	class1	------	3.000000	0.547100	0.501167	0.509804	0.010200	0.009142	0.106638	1.255299	1.000000	0.011351	0.002334	0.005200	0.990858	0.011476	0.000578	0.501167	
86.000000	5	class1	------	2.000000	0.539300	0.515801	0.484677	0.248000	0.233681	0.450879	1.135239	1.000000	0.206920	0.031603	0.120200	0.766319	0.265284	0.007831	0.515801	
86.000000	6	class1	------	3.000000	0.521400	0.497695	0.448485	0.247500	0.249589	0.428760	0.981531	0.000000	0.188263	-0.004610	0.111000	0.750411	0.244979	-0.001142	0.497695	
86.000000	7	class1	------	2.000000	0.557100	0.523804	0.535714	0.142800	0.121229	0.385187	1.392713	1.000000	0.147285	0.047608	0.076500	0.878771	0.168837	0.011797	0.523804	
86.000000	8	class1	------	3.000000	0.545900	0.501073	0.477273	0.022000	0.021028	0.150620	1.102060	1.000000	0.022600	0.002146	0.010500	0.978972	0.023174	0.000532	0.501073	
86.000000	9	class1	------	3.000000	0.548100	0.507873	0.508523	0.070400	0.063266	0.272052	1.248880	1.000000	0.073406	0.015746	0.035800	0.936734	0.079011	0.003902	0.507873	
86.000000	10	class2	------	10.000000	0.452800	0.499555	0.400000	0.001500	0.001986	0.033089	0.552325	0.000000	0.001095	-0.000889	0.000600	0.998014	0.001097	-0.000220	0.499555	
------	------	------	11.000000	3.272727	0.533182	0.505643	0.459999	0.115245	0.110139	0.235551	1.025988	0.545455	0.090938	0.011286	0.055027	0.889861	0.121426	0.002797	0.505643	
87.000000	0	class1	------	3.000000	0.544500	0.502007	0.543860	0.011400	0.009568	0.115981	1.419538	1.000000	0.013429	0.004014	0.006200	0.990432	0.013582	0.000996	0.502007	
87.000000	1	class2	------	4.000000	0.466400	0.506460	0.623441	0.040100	0.033078	0.210895	1.390607	1.000000	0.044755	0.012920	0.025000	0.966922	0.045998	0.003206	0.506460	
------	------	------	2.000000	3.500000	0.505450	0.504234	0.583651	0.025750	0.021323	0.163438	1.405072	1.000000	0.029092	0.008467	0.015600	0.978677	0.029790	0.002101	0.504234	
88.000000	0	class1	------	3.000000	0.546600	0.503902	0.650000	0.010000	0.006439	0.118955	2.211969	1.000000	0.014134	0.007803	0.006500	0.993561	0.014242	0.001936	0.503902	
88.000000	1	class2	------	3.000000	0.461900	0.502353	0.575758	0.036300	0.033742	0.192744	1.139441	1.000000	0.037388	0.004705	0.020900	0.966258	0.038447	0.001167	0.502353	
88.000000	2	class2	------	12.000000	0.456900	0.500425	0.777778	0.000900	0.000438	0.035877	2.938558	1.000000	0.001287	0.000849	0.000700	0.999562	0.001288	0.000211	0.500425	
88.000000	3	class2	------	3.000000	0.468200	0.510045	0.780952	0.021000	0.010079	0.172815	2.993313	1.000000	0.029916	0.020090	0.016400	0.989921	0.030169	0.004984	0.510045	
------	------	------	4.000000	5.250000	0.483400	0.504181	0.696122	0.017050	0.012674	0.130098	2.320820	1.000000	0.020681	0.008362	0.011125	0.987326	0.021037	0.002075	0.504181	
89.000000	0	class1	------	3.000000	0.545500	0.502422	0.800000	0.003500	0.001288	0.078258	4.760403	1.000000	0.006123	0.004844	0.002800	0.998712	0.006132	0.001202	0.502422	
89.000000	1	class2	------	3.000000	0.457700	0.500855	0.689655	0.002900	0.001971	0.060608	1.867256	1.000000	0.003674	0.001709	0.002000	0.998029	0.003681	0.000424	0.500855	
------	------	------	2.000000	3.000000	0.501600	0.501638	0.744828	0.003200	0.001630	0.069433	3.313829	1.000000	0.004899	0.003277	0.002400	0.998370	0.004906	0.000813	0.501638	
90.000000	0	class1	------	1.000000	0.553300	0.525049	0.547820	0.142200	0.119140	0.386102	1.420489	1.000000	0.148494	0.050097	0.077900	0.880860	0.169237	0.012445	0.525049	
90.000000	1	class2	------	2.000000	0.516300	0.517139	0.557050	0.490800	0.472301	0.517031	1.072575	1.000000	0.361115	0.034277	0.273400	0.527699	0.506578	0.008515	0.517139	
90.000000	2	class2	------	1.000000	0.482400	0.510774	0.577003	0.143500	0.131871	0.364948	1.163403	1.000000	0.137908	0.021548	0.082800	0.868129	0.153419	0.005353	0.510774	
90.000000	3	class2	------	3.000000	0.507600	0.507816	0.547499	0.497900	0.489463	0.507809	1.031937	1.000000	0.356340	0.015632	0.272600	0.510537	0.505095	0.003883	0.507816	
90.000000	4	class2	------	1.000000	0.519100	0.518981	0.558449	0.503000	0.482511	0.518979	1.078678	1.000000	0.368732	0.037963	0.280900	0.517489	0.520474	0.009431	0.518981	
90.000000	5	class2	------	2.000000	0.473900	0.508093	0.597143	0.070000	0.061264	0.269640	1.264200	1.000000	0.073605	0.016186	0.041800	0.938736	0.077450	0.004021	0.508093	
90.000000	6	class2	------	2.000000	0.495100	0.515301	0.570502	0.246800	0.230285	0.448116	1.132884	1.000000	0.218058	0.030601	0.140800	0.769715	0.260886	0.007602	0.515301	
90.000000	7	class2	------	2.000000	0.478100	0.512208	0.624650	0.071400	0.058223	0.278975	1.419347	1.000000	0.078729	0.024416	0.044600	0.941777	0.082639	0.006065	0.512208	
90.000000	8	class2	------	3.000000	0.463800	0.501916	0.587065	0.020100	0.018032	0.146526	1.212530	1.000000	0.021533	0.003832	0.011800	0.981968	0.021864	0.000952	0.501916	
90.000000	9	class2	------	1.000000	0.494100	0.495149	0.534745	0.486400	0.491636	0.494973	0.980267	0.000000	0.339556	-0.009701	0.260100	0.508364	0.481934	-0.002410	0.495149	
90.000000	10	class2	------	1.000000	0.476600	0.505081	0.557516	0.141700	0.136216	0.355582	1.074603	1.000000	0.131142	0.010162	0.079000	0.863784	0.146378	0.002525	0.505081	
90.000000	11	class2	------	3.000000	0.458800	0.497795	0.413793	0.008700	0.011080	0.081219	0.602034	0.000000	0.006608	-0.004409	0.003600	0.988920	0.006670	-0.001095	0.497795	
------	------	------	12.000000	1.833333	0.493258	0.509608	0.556103	0.235208	0.225168	0.364158	1.121079	0.833333	0.186818	0.019217	0.130775	0.774832	0.244385	0.004774	0.509608	
91.000000	0	class1	------	3.000000	0.554400	0.510341	0.722513	0.019100	0.009709	0.173478	3.130148	1.000000	0.030039	0.020681	0.013800	0.990291	0.030390	0.005127	0.510341	
91.000000	1	class2	------	2.000000	0.454500	0.498533	0.509901	0.020200	0.021801	0.135855	0.865447	0.000000	0.018532	-0.002933	0.010300	0.978199	0.018868	-0.000727	0.498533	
91.000000	2	class2	------	3.000000	0.454600	0.497347	0.507331	0.034100	0.036996	0.174695	0.856594	0.000000	0.030745	-0.005305	0.017300	0.963004	0.031691	-0.001315	0.497347	
91.000000	3	class2	------	4.000000	0.463300	0.497632	0.536566	0.125800	0.128386	0.328290	0.963105	0.000000	0.111718	-0.004737	0.067500	0.871614	0.123649	-0.001174	0.497632	
91.000000	4	class2	------	13.000000	0.453600	0.499375	0.307692	0.001300	0.001982	0.027042	0.369705	0.000000	0.000732	-0.001249	0.000400	0.998018	0.000733	-0.000310	0.499375	
91.000000	5	class2	------	3.000000	0.467400	0.500165	0.546471	0.143100	0.142920	0.350395	1.002306	1.000000	0.128029	0.000330	0.078200	0.857080	0.143250	0.000082	0.500165	
91.000000	6	class2	------	2.000000	0.472900	0.512201	0.628767	0.073000	0.059678	0.281182	1.408905	1.000000	0.080105	0.024403	0.045900	0.940322	0.084081	0.006049	0.512201	
------	------	------	7.000000	4.285714	0.474386	0.502228	0.537035	0.059514	0.057353	0.210134	1.228030	0.428571	0.057128	0.004456	0.033343	0.942647	0.061809	0.001104	0.502228	
92.000000	0	class1	------	9.000000	0.540300	0.499924	0.333333	0.000300	0.000370	0.014748	0.587903	0.000000	0.000217	-0.000153	0.000100	0.999630	0.000218	-0.000038	0.499924	
92.000000	1	class1	------	3.000000	0.530500	0.495541	0.426883	0.067700	0.071799	0.241591	0.875793	0.000000	0.057986	-0.008918	0.028900	0.928201	0.062881	-0.002215	0.495541	
92.000000	2	class1	------	2.000000	0.541300	0.506575	0.506456	0.069700	0.063657	0.268173	1.206567	1.000000	0.071457	0.013149	0.035300	0.936343	0.076806	0.003266	0.506575	
92.000000	3	class1	------	3.000000	0.546900	0.509430	0.591549	0.035500	0.026832	0.210869	1.702890	1.000000	0.044294	0.018860	0.021000	0.973168	0.045692	0.004684	0.509430	
92.000000	4	class1	------	2.000000	0.530700	0.496100	0.432732	0.072100	0.075685	0.250494	0.896947	0.000000	0.062338	-0.007800	0.031200	0.924315	0.067885	-0.001937	0.496100	
92.000000	5	class1	------	2.000000	0.504000	0.492087	0.448471	0.353200	0.360474	0.469480	0.956096	0.000000	0.242054	-0.015826	0.158400	0.639526	0.344648	-0.003931	0.492087	
92.000000	6	class1	------	3.000000	0.538500	0.499023	0.417391	0.011500	0.012398	0.101560	0.842368	0.000000	0.010294	-0.001954	0.004800	0.987602	0.010444	-0.000485	0.499023	
92.000000	7	class1	------	3.000000	0.540100	0.499918	0.444444	0.002700	0.002776	0.051027	0.940644	0.000000	0.002602	-0.000165	0.001200	0.997224	0.002611	-0.000041	0.499918	
92.000000	8	class1	------	2.000000	0.595300	0.566818	0.693174	0.142100	0.080681	0.443876	2.656349	1.000000	0.195747	0.133636	0.098500	0.919319	0.214317	0.033191	0.566818	
92.000000	9	class2	------	3.000000	0.462600	0.502141	0.638889	0.010800	0.008486	0.112517	1.504697	1.000000	0.012677	0.004283	0.006900	0.991514	0.012768	0.001064	0.502141	
92.000000	10	class2	------	1.000000	0.483200	0.512239	0.583333	0.141600	0.128372	0.365004	1.190674	1.000000	0.137804	0.024477	0.082600	0.871628	0.152850	0.006079	0.512239	
92.000000	11	class2	------	3.000000	0.466400	0.504974	0.647826	0.023000	0.017624	0.164579	1.564465	1.000000	0.027165	0.009948	0.014900	0.982376	0.027572	0.002471	0.504974	
------	------	------	12.000000	3.000000	0.523317	0.507064	0.513707	0.077517	0.070763	0.224493	1.243783	0.500000	0.072053	0.014128	0.040317	0.929237	0.084891	0.003509	0.507064	
93.000000	0	class1	------	3.000000	0.565000	0.520795	0.951691	0.020700	0.001830	0.208186	23.720763	1.000000	0.043325	0.041590	0.019700	0.998170	0.043421	0.010308	0.520795	
93.000000	1	class1	------	4.000000	0.554700	0.509444	0.903846	0.010400	0.001830	0.143808	11.318536	1.000000	0.020673	0.018888	0.009400	0.998170	0.020719	0.004682	0.509444	
