Timestamp	Rule	ID	Consequent	FPR	G-Mean	WRAcc_Norm(Diversity)
209.000000	5	-2021845897	class1	0.020528	0.168680	0.504261
209.000000	6	468746715	class1	0.016862	0.155667	0.503893
209.000000	7	843298255	class1	0.240469	0.421720	0.496843
209.000000	8	2103608207	class1	0.134164	0.352470	0.504661
209.000000	9	2015503824	class2	0.000000	0.322323	0.516496
210.000000	0	1624032451	class1	0.005166	0.125057	0.505277
210.000000	1	-2068148068	class2	0.000873	0.115206	0.506205
211.000000	0	-143833073	class1	0.034150	0.185324	0.500705
211.000000	1	-1789862653	class1	0.140312	0.358113	0.504432
211.000000	2	-1871241021	class1	0.008166	0.137568	0.505457
211.000000	3	-223643313	class1	0.021529	0.142713	0.499643
211.000000	4	725237583	class1	0.025241	0.148259	0.498654
211.000000	5	-1526467109	class1	0.000742	0.072111	0.502231
211.000000	6	-73235953	class1	0.034892	0.208629	0.505104
211.000000	7	-1473375165	class1	0.005939	0.097384	0.501801
211.000000	8	2015503824	class2	0.000000	0.298792	0.521901
212.000000	0	39645205	class1	0.000000	0.076632	0.502936
212.000000	1	2015503824	class2	0.000000	0.355124	0.521407
213.000000	0	1303280719	class1	0.064227	0.252338	0.501909
213.000000	1	1360009027	class1	0.007468	0.105421	0.501864
213.000000	2	1268742135	class1	0.017177	0.176979	0.507346
213.000000	3	981909455	class1	0.070202	0.266977	0.503228
213.000000	4	2000803675	class1	0.113518	0.388823	0.528513
213.000000	5	207712207	class1	0.015683	0.169782	0.506801
213.000000	6	1417692943	class1	0.069455	0.259473	0.501448
213.000000	7	1614779868	class2	0.004307	0.066796	0.500087
214.000000	0	979419721	class1	0.000000	0.072357	0.502618
214.000000	1	2015503824	class2	0.000000	0.267276	0.517725
215.000000	0	1095777243	class1	0.008221	0.105336	0.501483
215.000000	1	-1417968950	class2	0.005164	0.149351	0.508629
216.000000	0	2027175543	class1	0.483918	0.533370	0.533659
216.000000	1	-112365029	class1	0.121345	0.375856	0.519716
216.000000	2	-1731973437	class1	0.060673	0.283708	0.512508
216.000000	3	-1414973117	class1	0.119883	0.359254	0.513380
216.000000	4	-1101537445	class1	0.005117	0.139051	0.507159
216.000000	5	1718431747	class1	0.469298	0.525038	0.525068
216.000000	6	-1798546340	class2	0.000000	0.081111	0.503289
217.000000	0	-564262205	class1	0.002939	0.144945	0.509066
217.000000	1	-2146627261	class1	0.027186	0.170409	0.501332
217.000000	2	665355332	class2	0.022827	0.173653	0.504016
218.000000	0	-774081841	class1	0.016117	0.158552	0.504717
218.000000	1	-247963121	class1	0.006593	0.106669	0.502430
218.000000	2	-1833828626	class2	0.000000	0.076556	0.502930
219.000000	0	494259855	class1	0.001462	0.142437	0.509428
219.000000	1	-732945700	class2	0.001767	0.129550	0.507523
220.000000	0	-630622961	class1	0.012978	0.171070	0.508336
220.000000	1	1411822376	class2	0.003594	0.053606	0.499645
221.000000	0	-938584677	class1	0.000000	0.106322	0.505652
221.000000	1	-303947696	class2	0.140870	0.377561	0.512528
221.000000	2	-89939248	class2	0.060870	0.287720	0.513639
221.000000	3	105048772	class2	0.023478	0.208329	0.510483
221.000000	4	-1027778886	class2	0.000000	0.054433	0.501481
221.000000	5	1530640592	class2	0.057391	0.285819	0.514638
221.000000	6	-1992465840	class2	0.237391	0.447183	0.512415
221.000000	7	1085200784	class2	0.119130	0.365734	0.516361
221.000000	8	1574952208	class2	0.446957	0.547606	0.547633
222.000000	0	-1395061059	class1	0.476334	0.537527	0.537710
222.000000	1	650839695	class1	0.468820	0.517773	0.517942
222.000000	2	-302651325	class1	0.072878	0.283023	0.506761
222.000000	3	-1126728049	class1	0.134485	0.383846	0.517873
222.000000	4	-1095741413	class1	0.069872	0.279240	0.506980
222.000000	5	-1697070013	class1	0.033058	0.179608	0.500152
222.000000	6	-983617597	class1	0.114951	0.357701	0.514808
222.000000	7	1225855695	class1	0.237415	0.454026	0.516451
222.000000	8	-668861272	class2	0.000000	0.072520	0.502630
223.000000	0	1184499273	class1	0.000000	0.051209	0.501311
223.000000	1	894023544	class2	0.013986	0.134828	0.502225
223.000000	2	-903731184	class2	0.010490	0.126704	0.502867
223.000000	3	-297516144	class2	0.464161	0.524812	0.524925
223.000000	4	-1498091696	class2	0.253497	0.445182	0.505995
223.000000	5	47703504	class2	0.236888	0.440630	0.508768
223.000000	6	1891440068	class2	0.099650	0.377829	0.529452
223.000000	7	645335260	class2	0.027098	0.193155	0.505625
224.000000	0	-1916761557	class1	0.008869	0.181207	0.512130
224.000000	1	1803893648	class2	0.002616	0.081452	0.502018
224.000000	2	-981056648	class2	0.001744	0.054325	0.500606
225.000000	0	-1612704445	class1	0.017686	0.163224	0.504718
225.000000	1	-148529341	class1	0.086220	0.440759	0.563189
225.000000	2	646191247	class1	0.008843	0.124935	0.503452
225.000000	3	1875571319	class1	0.457627	0.551082	0.551151
225.000000	4	-1374934744	class2	0.067367	0.290749	0.511637
225.000000	5	1100284432	class2	0.100612	0.353928	0.519333
225.000000	6	-1775156732	class2	0.016623	0.147445	0.502742
225.000000	7	1891440068	class2	0.117144	0.468883	0.529671
225.000000	8	-1342385008	class2	0.435696	0.551725	0.551865
225.000000	9	1688008080	class2	0.020997	0.154298	0.501660
225.000000	10	-1638677156	class2	0.032371	0.179131	0.500395
226.000000	0	-1781646857	class1	0.002965	0.155739	0.510681
226.000000	1	-2069222948	class2	0.000000	0.086098	0.503706
227.000000	0	1955394669	class1	0.000000	0.079057	0.503125
227.000000	1	744870492	class2	0.000000	0.071221	0.502536
228.000000	0	-154070653	class1	0.038580	0.322192	0.534697
228.000000	1	-2048052721	class1	0.034722	0.200216	0.503403
228.000000	2	1899798543	class1	0.480710	0.521683	0.521688
228.000000	3	1823303131	class1	0.123457	0.402927	0.530880
228.000000	4	-488150129	class1	0.117284	0.356140	0.513202
228.000000	5	-1410128741	class1	0.033951	0.172301	0.498390
228.000000	6	-641244709	class1	0.232253	0.462877	0.523408
228.000000	7	1574940675	class1	0.470679	0.516158	0.516322
228.000000	8	-1736289777	class1	0.016204	0.156567	0.504357
228.000000	9	327501334	class2	0.004983	0.087622	0.501366
228.000000	10	-211426254	class2	0.000000	0.083333	0.503472
228.000000	11	-74431012	class2	0.007475	0.117410	0.503207
229.000000	0	1094860611	class1	0.000746	0.050858	0.500921
229.000000	1	-192707982	class2	0.000863	0.102132	0.504789
230.000000	0	239400183	class1	0.000000	0.065767	0.502163
230.000000	1	-722445808	class2	0.123702	0.391435	0.525574
230.000000	2	-2120439588	class2	0.032872	0.177938	0.499933
230.000000	3	-1322029808	class2	0.471453	0.522046	0.522086
230.000000	4	-1209380260	class2	0.038062	0.200202	0.501802
230.000000	5	-1126749232	class2	0.059689	0.282416	0.512566
230.000000	6	-192892500	class2	0.000865	0.086221	0.503288
230.000000	7	1484214648	class2	0.014706	0.169089	0.507156
231.000000	0	1802086415	class1	0.001548	0.137878	0.508746
231.000000	1	-2127865020	class2	0.000000	0.200618	0.520124
232.000000	0	1742260693	class1	0.000732	0.051438	0.500958
232.000000	1	604954472	class2	0.015887	0.160987	0.505224
233.000000	0	-322925501	class1	0.001554	0.049693	0.500460
233.000000	1	1248927172	class2	0.005771	0.117921	0.504108
234.000000	0	742570115	class1	0.015730	0.171960	0.507156
234.000000	1	-446459312	class2	0.011159	0.156343	0.506780
235.000000	0	-2025491685	class1	0.000000	0.098620	0.504863
235.000000	1	-1097514690	class2	0.000000	0.089639	0.504018
236.000000	0	47106319	class1	0.008740	0.110968	0.501841
236.000000	1	1843550172	class2	0.000000	0.203752	0.520757
237.000000	0	-1499913591	class1	0.000713	0.079817	0.502831
237.000000	1	1161443472	class2	0.003643	0.046174	0.499248
238.000000	0	-1199281865	class1	0.002297	0.132467	0.507645
238.000000	1	1290425976	class2	0.000000	0.083014	0.503446
239.000000	0	-1441018917	class1	0.006038	0.091974	0.501236
239.000000	1	2138368975	class1	0.058868	0.310025	0.521630
239.000000	2	-1972614589	class1	0.023396	0.230638	0.515536
239.000000	3	258143992	class2	0.004255	0.116306	0.504665
240.000000	0	1430193475	class1	0.001526	0.222589	0.524048
240.000000	1	659819972	class2	0.025231	0.211215	0.510268
240.000000	2	-997362596	class2	0.235492	0.464505	0.523368
240.000000	3	27330000	class2	0.229605	0.461222	0.523260
240.000000	4	-1363163044	class2	0.065601	0.287537	0.511440
240.000000	5	1891440068	class2	0.101766	0.390005	0.533785
240.000000	6	-728165680	class2	0.060555	0.269026	0.508243
240.000000	7	-1029740732	class2	0.014298	0.125655	0.500860
240.000000	8	-1501003324	class2	0.220353	0.445010	0.516826
240.000000	9	1574952208	class2	0.465097	0.535948	0.535949
241.000000	0	-1148074889	class1	0.013187	0.156027	0.505741
241.000000	1	291518608	class2	0.033480	0.206117	0.505238
241.000000	2	-1685765616	class2	0.005286	0.114530	0.503950
241.000000	3	498851868	class2	0.021145	0.181623	0.506277
241.000000	4	-715679030	class2	0.000000	0.071611	0.502564
241.000000	5	-1100059568	class2	0.051101	0.264975	0.511446
242.000000	0	800784411	class1	0.014472	0.148451	0.503945
242.000000	1	2132822083	class1	0.062952	0.289508	0.513247
242.000000	2	1785495183	class1	0.121563	0.344447	0.506750
242.000000	3	650839695	class1	0.465991	0.536230	0.536235
242.000000	4	-1601460861	class1	0.020260	0.175133	0.505523
242.000000	5	2000803675	class1	0.125904	0.392457	0.525152
242.000000	6	-1941981245	class1	0.060058	0.282613	0.512458
242.000000	7	-934165041	class1	0.255427	0.451433	0.509138
242.000000	8	-1982770684	class2	0.004472	0.116990	0.504638
243.000000	0	-384360537	class1	0.008671	0.139794	0.505521
243.000000	1	1397636367	class1	0.455202	0.526111	0.526431
243.000000	2	1828850023	class1	0.114162	0.415981	0.540589
243.000000	3	-148535293	class1	0.034682	0.327502	0.538215
243.000000	4	1483728423	class1	0.012283	0.195083	0.513124
243.000000	5	539177551	class1	0.258671	0.441924	0.502385
243.000000	6	297217883	class1	0.007948	0.103282	0.501402
243.000000	7	340878479	class1	0.027457	0.210818	0.509121
243.000000	8	1953479166	class2	0.002688	0.180075	0.514913
244.000000	0	1493163983	class1	0.070423	0.266592	0.503016
244.000000	1	-989516221	class1	0.031134	0.211219	0.507456
244.000000	2	-397376037	class1	0.011861	0.124310	0.501889
244.000000	3	1370283367	class1	0.022239	0.145730	0.499741
244.000000	4	1275237647	class1	0.008154	0.083029	0.499398
244.000000	5	1114139559	class1	0.064492	0.264384	0.505113
244.000000	6	-577696654	class2	0.002606	0.121602	0.506110
245.000000	0	539177731	class1	0.488705	0.520077	0.520153
245.000000	1	491136963	class1	0.040663	0.210242	0.502706
245.000000	2	-148529341	class1	0.089608	0.444188	0.563558
245.000000	3	1802042151	class1	0.463855	0.519521	0.519779
245.000000	4	-264664817	class1	0.022590	0.187154	0.506623
245.000000	5	-1500830345	class1	0.466867	0.519813	0.519979
245.000000	6	-2066709041	class1	0.017319	0.166341	0.505419
245.000000	7	607348944	class2	0.215870	0.427144	0.508405
245.000000	8	-577696654	class2	0.000000	0.142588	0.504518
245.000000	9	1589652548	class2	0.120307	0.381749	0.522678
245.000000	10	1304086812	class2	0.021331	0.160603	0.502512
245.000000	11	372938192	class2	0.257679	0.436590	0.499549
245.000000	12	-744359024	class2	0.040102	0.165732	0.494256
245.000000	13	-1151596504	class2	0.470990	0.520077	0.520153
245.000000	14	1401509520	class2	0.016212	0.144023	0.502436
246.000000	0	687775997	class1	0.085714	0.453224	0.569478
246.000000	1	783413264	class2	0.109251	0.372822	0.523396
246.000000	2	1589652548	class2	0.174449	0.588797	0.529030
246.000000	3	18965752	class2	0.029075	0.334177	0.542972
246.000000	4	1085200784	class2	0.121586	0.378822	0.520892
247.000000	0	-1862722441	class1	0.000000	0.082269	0.503384
247.000000	1	783413264	class2	0.186548	0.562941	0.518242
247.000000	2	-1734093168	class2	0.131134	0.364013	0.510685
247.000000	3	367218320	class2	0.124365	0.310376	0.492825
247.000000	4	-1126749232	class2	0.056684	0.286893	0.515285
247.000000	5	-1151139388	class2	0.054992	0.270433	0.511199
247.000000	6	300169086	class2	0.000000	0.211577	0.522382
247.000000	7	-918425380	class2	0.138748	0.366003	0.508395
248.000000	0	2081786179	class1	0.008000	0.185444	0.513333
248.000000	1	300169086	class2	0.000000	0.302715	0.520364
249.000000	0	-491878245	class1	0.002930	0.098302	0.503381
249.000000	1	300169086	class2	0.000000	0.328791	0.517216
250.000000	0	-1929270029	class1	0.000000	0.051232	0.501312
250.000000	1	300169086	class2	0.000000	0.365248	0.519160
251.000000	0	-569976125	class1	0.003726	0.124443	0.505909
251.000000	1	622799684	class2	0.004318	0.192606	0.516470
252.000000	0	-878883197	class1	0.005162	0.125112	0.505286
252.000000	1	-1129641688	class2	0.063811	0.286632	0.511973
252.000000	2	1891440068	class2	0.116259	0.371707	0.520042
253.000000	0	-371841789	class1	0.002157	0.089988	0.502979
253.000000	1	-1927013634	class2	0.000902	0.107201	0.505300
253.000000	2	-1052110186	class2	0.000902	0.107201	0.505300
253.000000	3	1975700252	class2	0.000000	0.096674	0.504673
254.000000	0	-1959525919	class1	0.002174	0.078971	0.502038
254.000000	1	-528215612	class2	0.000000	0.085126	0.503623
255.000000	0	2081477123	class1	0.019549	0.155890	0.502619
255.000000	1	-1504176497	class1	0.027068	0.370417	0.556979
255.000000	2	-1456247269	class1	0.000000	0.065372	0.502137
255.000000	3	1089479126	class2	0.001709	0.109588	0.505160
256.000000	0	-1167392445	class1	0.002983	0.140661	0.508431
256.000000	1	-1215014506	class2	0.000863	0.081888	0.502924
256.000000	2	665534072	class2	0.063848	0.289434	0.512819
256.000000	3	219484176	class2	0.454702	0.528159	0.528428
256.000000	4	-935148476	class2	0.032787	0.189903	0.502249
256.000000	5	1891440068	class2	0.116470	0.418774	0.532401
256.000000	6	13962972	class2	0.022433	0.177049	0.504816
256.000000	7	-950911076	class2	0.016393	0.148340	0.502989
256.000000	8	1574952208	class2	0.461605	0.528617	0.528705
256.000000	9	-54547696	class2	0.113891	0.317962	0.500101
257.000000	0	-1832875011	class1	0.000000	0.042089	0.500886
257.000000	1	-43464776	class2	0.010629	0.156639	0.507085
257.000000	2	783413264	class2	0.123118	0.369098	0.516122
257.000000	3	1434930704	class2	0.050487	0.270947	0.513414
257.000000	4	-303063036	class2	0.475642	0.526943	0.526949
257.000000	5	1574952208	class2	0.705492	0.795503	0.530336
258.000000	0	-981056649	class1	0.000774	0.090949	0.503752
258.000000	1	-1950978416	class2	0.008278	0.095974	0.500505
258.000000	2	1888801912	class2	0.011589	0.163633	0.507750
258.000000	3	-898003132	class2	0.039735	0.322573	0.534312
259.000000	0	1956454799	class1	0.037679	0.206544	0.503326
259.000000	1	-992423973	class1	0.000754	0.050553	0.500902
259.000000	2	1225682715	class1	0.460437	0.508893	0.509764
259.000000	3	-148529341	class1	0.084401	0.433723	0.560528
259.000000	4	770925147	class1	0.006029	0.104957	0.502527
259.000000	5	544534351	class1	0.269028	0.445159	0.501036
259.000000	6	128754744	class2	0.013640	0.149329	0.504484
260.000000	0	301370615	class1	0.005029	0.116060	0.504255
260.000000	1	-1958262531	class1	0.000718	0.060063	0.501446
260.000000	2	1282768574	class2	0.000000	0.053606	0.501437
261.000000	0	664893321	class1	0.000000	0.104432	0.505453
261.000000	1	-647276604	class2	0.000839	0.061801	0.501492
262.000000	0	-123328293	class1	0.004584	0.126015	0.505685
262.000000	1	-571026108	class2	0.064652	0.271291	0.507017
262.000000	2	-1266007048	class2	0.020991	0.161792	0.502874
262.000000	3	-1734093168	class2	0.114190	0.374271	0.521973
262.000000	4	219484176	class2	0.462636	0.536825	0.536825
262.000000	5	-661479868	class2	0.029387	0.178561	0.501731
262.000000	6	1589468036	class2	0.048699	0.266872	0.513084
262.000000	7	777693392	class2	0.061293	0.270455	0.508315
262.000000	8	-1528685092	class2	0.119228	0.383870	0.524038
263.000000	0	-2088530697	class1	0.005220	0.134255	0.506450
263.000000	1	848809970	class2	0.006903	0.127642	0.504752
263.000000	2	186850360	class2	0.009491	0.167535	0.509423
264.000000	0	-1027164425	class1	0.040639	0.299633	0.526472
264.000000	1	-67097021	class1	0.007983	0.098619	0.500911
264.000000	2	1720034984	class2	0.000000	0.089345	0.503991
265.000000	0	-2061805257	class1	0.017934	0.178790	0.507308
265.000000	1	-1952318384	class2	0.009042	0.150824	0.506957
265.000000	2	-1904909244	class2	0.003617	0.106940	0.503931
265.000000	3	-173038548	class2	0.011754	0.161958	0.507394
265.000000	4	54967248	class2	0.066908	0.288099	0.511022
265.000000	5	1410813980	class2	0.056962	0.276486	0.512050
266.000000	0	645287031	class1	0.476510	0.525331	0.525334
266.000000	1	1899792591	class1	0.255034	0.452816	0.510102
266.000000	2	2128563355	class1	0.480984	0.527344	0.527411
266.000000	3	2146855235	class1	0.132737	0.393567	0.522933
266.000000	4	-1829177905	class1	0.000746	0.199148	0.519472
266.000000	5	1844398263	class1	0.126771	0.370304	0.515130
266.000000	6	1597675587	class1	0.254288	0.437142	0.500984
266.000000	7	1789553220	class2	0.006903	0.146548	0.507362
267.000000	0	-16161895	class1	0.000000	0.072675	0.502641
267.000000	1	-646071996	class2	0.000000	0.114876	0.506598
268.000000	0	-564256253	class1	0.008197	0.196320	0.515332
268.000000	1	-1862465846	class2	0.004318	0.098210	0.502685
269.000000	0	-233770609	class1	0.000000	0.059080	0.501745
269.000000	1	1743903050	class2	0.000000	0.085939	0.503693
270.000000	0	-903725233	class1	0.000745	0.209782	0.521648
270.000000	1	-1445609508	class2	0.000000	0.086322	0.503726
271.000000	0	1223487247	class1	0.001487	0.058805	0.500988
271.000000	1	-1445609508	class2	0.001299	0.091417	0.501426
272.000000	0	-1787055391	class1	0.000000	0.132686	0.508803
272.000000	1	-1420520200	class2	0.058099	0.246511	0.503209
273.000000	0	-940068477	class1	0.009623	0.194745	0.514336
273.000000	1	62690372	class2	0.004352	0.121406	0.505226
274.000000	0	-1475011841	class1	0.000000	0.079128	0.503131
274.000000	1	-153181604	class2	0.013417	0.103480	0.498719
275.000000	0	-959447281	class1	0.009098	0.115865	0.502225
275.000000	1	-991754224	class2	0.000847	0.047671	0.500714
276.000000	0	1397630415	class1	0.252015	0.430330	0.497781
276.000000	1	373122703	class1	0.472527	0.521411	0.521446
276.000000	2	650839695	class1	0.479121	0.525180	0.525197
276.000000	3	-954768625	class1	0.111355	0.377487	0.524499
276.000000	4	1042800463	class1	0.005128	0.159435	0.510211
276.000000	5	1973817051	class1	0.232234	0.420181	0.498861
276.000000	6	260961347	class1	0.027839	0.198495	0.506345
276.000000	7	-750053820	class2	0.000881	0.117929	0.506519
277.000000	0	2075972879	class1	0.000000	0.087186	0.503801
277.000000	1	-1007368333	class1	0.004559	0.132874	0.506589
277.000000	2	-567404626	class2	0.000000	0.087171	0.503799
278.000000	0	-903904165	class1	0.003067	0.193675	0.517279
278.000000	1	-148529341	class1	0.085890	0.414691	0.551119
278.000000	2	1823303131	class1	0.023773	0.215699	0.511943
278.000000	3	-636997617	class1	0.468558	0.526990	0.527008
278.000000	4	1617984016	class2	0.011706	0.171924	0.509101
279.000000	0	-1200756441	class1	0.015683	0.145587	0.502925
279.000000	1	-1207578788	class2	0.000000	0.149682	0.511202
280.000000	0	-2135119933	class1	0.002234	0.050864	0.500180
280.000000	1	-1207578788	class2	0.000000	0.208708	0.509680
281.000000	0	1093059913	class1	0.000000	0.041577	0.500864
281.000000	1	-1207578788	class2	0.000000	0.231083	0.508563
282.000000	0	1790684763	class1	0.237889	0.453175	0.515792
282.000000	1	1153880055	class1	0.000723	0.079134	0.502772
282.000000	2	577049079	class1	0.021692	0.156599	0.501688
282.000000	3	1112551299	class1	0.136659	0.370915	0.511348
282.000000	4	650839695	class1	0.469993	0.533123	0.533133
282.000000	5	1403989851	class1	0.005785	0.133422	0.506060
282.000000	6	385094275	class1	0.015907	0.139220	0.501894
282.000000	7	405081615	class1	0.033261	0.330228	0.539771
282.000000	8	1723978639	class1	0.467824	0.516991	0.517207
282.000000	9	-1207578788	class2	0.000000	0.251783	0.509038
283.000000	0	1695906243	class1	0.007364	0.169363	0.510766
283.000000	1	1169800156	class2	0.006130	0.120985	0.504299
284.000000	0	-1220787313	class1	0.000728	0.029777	0.500079
284.000000	1	-2105451888	class2	0.015084	0.165103	0.506296
285.000000	0	-1227747197	class1	0.000000	0.059339	0.501761
285.000000	1	-775536298	class2	0.000000	0.202622	0.520528
285.000000	2	198631108	class2	0.058099	0.289060	0.515306
285.000000	3	-1734093168	class2	0.117958	0.358727	0.513968
285.000000	4	-1660056920	class2	0.118838	0.374413	0.520126
285.000000	5	-659925028	class2	0.240317	0.435799	0.504842
285.000000	6	1569411088	class2	0.458627	0.527849	0.528018
286.000000	0	2145141263	class1	0.006070	0.123028	0.504579
286.000000	1	-5454872	class2	0.019459	0.149395	0.501652
287.000000	0	-738817905	class1	0.031137	0.190696	0.503198
287.000000	1	-1194830850	class2	0.010724	0.151404	0.506224
288.000000	0	-450541937	class1	0.007553	0.142317	0.506428
288.000000	1	-278613692	class2	0.006803	0.125511	0.504529
288.000000	2	-591232758	class2	0.014456	0.159087	0.505612
288.000000	3	-728165680	class2	0.057823	0.266761	0.508853
288.000000	4	689610372	class2	0.059524	0.270488	0.509135
289.000000	0	1331766339	class1	0.029564	0.211758	0.508322
289.000000	1	1899798543	class1	0.496674	0.497047	0.497086
289.000000	2	463011983	class1	0.140429	0.374352	0.511303
289.000000	3	1159225487	class1	0.118256	0.362566	0.515414
289.000000	4	-142039409	class1	0.126386	0.364043	0.512657
289.000000	5	690776183	class1	0.497413	0.519956	0.520256
289.000000	6	1934487939	class1	0.039911	0.310258	0.530175
289.000000	7	373110979	class1	0.229860	0.456966	0.520641
289.000000	8	-112186097	class1	0.134516	0.365455	0.509900
289.000000	9	742603018	class2	0.001744	0.118399	0.506150
290.000000	0	1278848539	class1	0.005204	0.101664	0.502593
290.000000	1	-1329168956	class2	0.013853	0.114880	0.499765
290.000000	2	-191713596	class2	0.021645	0.142714	0.499586
291.000000	0	-639370225	class1	0.000000	0.058773	0.501727
291.000000	1	54754024	class2	0.000000	0.086322	0.503726
292.000000	0	-148529341	class1	0.081421	0.443472	0.566339
292.000000	1	2015503824	class2	0.000000	0.214224	0.522946
292.000000	2	1589652548	class2	0.115753	0.383752	0.525395
292.000000	3	533815172	class2	0.442124	0.533784	0.534305
292.000000	4	1100468944	class2	0.216710	0.458129	0.525620
292.000000	5	-918604504	class2	0.059182	0.271693	0.509639
292.000000	6	-1626449712	class2	0.054830	0.260503	0.508484
293.000000	0	2035033371	class1	0.000730	0.042036	0.500519
293.000000	1	2015503824	class2	0.000000	0.308748	0.521183
294.000000	0	-2059230141	class1	0.000000	0.103997	0.505408
294.000000	1	494070589	class1	0.000000	0.103997	0.505408
294.000000	2	2015503824	class2	0.000000	0.389699	0.525424
295.000000	0	494070589	class1	0.000000	0.133162	0.503940
295.000000	1	2015503824	class2	0.000000	0.378435	0.519514
296.000000	0	-1411672677	class1	0.485337	0.514374	0.514374
296.000000	1	2013358787	class1	0.035191	0.177269	0.498690
296.000000	2	1132454683	class1	0.046921	0.291096	0.520994
296.000000	3	1397451663	class1	0.480205	0.504387	0.504616
296.000000	4	-148529341	class1	0.089470	0.475902	0.567880
296.000000	5	-1370519339	class1	0.000000	0.066343	0.502201
296.000000	6	2015503824	class2	0.000000	0.350501	0.515029
297.000000	0	874263823	class1	0.010234	0.121918	0.502392
297.000000	1	1077621583	class1	0.017544	0.138180	0.500945
297.000000	2	1590572135	class1	0.000000	0.066460	0.502208
297.000000	3	2015503824	class2	0.000000	0.392052	0.520468
298.000000	0	-959274301	class1	0.010197	0.180266	0.511317
298.000000	1	-803170173	class1	0.111435	0.363946	0.518817
298.000000	2	1036825719	class1	0.081573	0.279702	0.501804
298.000000	3	-302542501	class1	0.067007	0.269910	0.505538
298.000000	4	2015503824	class2	0.000000	0.372111	0.517480
299.000000	0	1311490935	class1	0.003597	0.119844	0.505409
299.000000	1	2015503824	class2	0.000000	0.400689	0.521583
300.000000	0	-296130405	class1	0.000000	0.066667	0.502222
300.000000	1	2015503824	class2	0.000000	0.370701	0.517091
301.000000	0	-112370801	class1	0.025076	0.222272	0.512800
301.000000	1	-1834724797	class1	0.001520	0.213398	0.522044
301.000000	2	1844398263	class1	0.130699	0.360492	0.509397
301.000000	3	-550362661	class1	0.058511	0.286187	0.514241
301.000000	4	-1102538219	class1	0.065350	0.289269	0.512089
301.000000	5	2015503824	class2	0.000000	0.420991	0.524316
302.000000	0	-1834724797	class1	0.000000	0.259882	0.515009
302.000000	1	2015503824	class2	0.000000	0.417829	0.522864
303.000000	0	-121792101	class1	0.003768	0.116571	0.504936
303.000000	1	2015503824	class2	0.000000	0.378350	0.517332
304.000000	0	843697807	class1	0.006579	0.122143	0.504219
304.000000	1	2015503824	class2	0.000000	0.376724	0.517909
305.000000	0	-1189845129	class1	0.041727	0.337575	0.538596
305.000000	1	-1013442161	class1	0.000000	0.060030	0.501802
305.000000	2	1383461391	class1	0.003597	0.084742	0.501805
305.000000	3	2015503824	class2	0.000000	0.375335	0.517986
306.000000	0	-3237181	class1	0.007519	0.096597	0.500941
306.000000	1	2015503824	class2	0.000000	0.355948	0.515789
307.000000	0	-2001131557	class1	0.000740	0.210603	0.521823
307.000000	1	2015503824	class2	0.000000	0.356482	0.516284
308.000000	0	-2001131557	class1	0.000000	0.304038	0.520542
308.000000	1	2015503824	class2	0.000000	0.370239	0.518068
309.000000	0	-1220707237	class1	0.005224	0.149321	0.508595
309.000000	1	-69312892	class2	0.005172	0.101950	0.502638
310.000000	0	-1401992113	class1	0.064774	0.271884	0.507133
310.000000	1	1325025051	class1	0.041485	0.262587	0.515226
310.000000	2	2055677087	class1	0.003639	0.094067	0.502621
310.000000	3	1652855951	class1	0.033479	0.198708	0.503687
310.000000	4	-1308457521	class1	0.073508	0.276626	0.504543
310.000000	5	1028494659	class1	0.062591	0.264445	0.506005
310.000000	6	-2017140336	class2	0.001776	0.120541	0.506390
311.000000	0	-569981891	class1	0.010965	0.177351	0.510419
311.000000	1	1299549840	class2	0.005300	0.132102	0.506122
312.000000	0	-381770073	class1	0.001440	0.073435	0.501980
312.000000	1	-229369142	class2	0.005401	0.113530	0.503779
313.000000	0	79606031	class1	0.015295	0.156412	0.504775
313.000000	1	100351138	class2	0.000000	0.129428	0.508376
314.000000	0	-1213004447	class1	0.006647	0.110160	0.502785
314.000000	1	-148529341	class1	0.087149	0.429884	0.557647
314.000000	2	-1239897777	class1	0.241507	0.450033	0.512755
314.000000	3	-1484258801	class1	0.031019	0.213679	0.508051
314.000000	4	1511562895	class1	0.018464	0.168119	0.505166
314.000000	5	1899608259	class1	0.232644	0.446698	0.513695
314.000000	6	-1672593533	class1	0.476366	0.526642	0.526651
314.000000	7	185889243	class1	0.016248	0.160476	0.504965
314.000000	8	-1025632530	class2	0.001745	0.097900	0.503928
315.000000	0	1741949921	class1	0.001470	0.078337	0.502338
315.000000	1	-650277668	class2	0.003512	0.089744	0.502285
315.000000	2	-918615844	class2	0.030729	0.211818	0.507780
315.000000	3	-1322029808	class2	0.472344	0.506229	0.506664
315.000000	4	1589652548	class2	0.123793	0.387304	0.523702
315.000000	5	1391916496	class2	0.273047	0.439722	0.496467
315.000000	6	708317008	class2	0.233538	0.431748	0.504833
315.000000	7	533809400	class2	0.482002	0.524571	0.524613
315.000000	8	473523664	class2	0.248464	0.435838	0.502146
315.000000	9	412585540	class2	0.004390	0.123944	0.505520
315.000000	10	1549228868	class2	0.231782	0.424999	0.501669
315.000000	11	1891434116	class2	0.045654	0.293681	0.522360
315.000000	12	2068532048	class2	0.121159	0.370865	0.517672
315.000000	13	12539972	class2	0.005268	0.187303	0.515000
316.000000	0	432651041	class1	0.000000	0.072484	0.502627
